,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.0757,1.0757,,暂停申购,暂停赎回,010099,2021-04-30
2,1.0755,1.0755,0.01%,开放申购,开放赎回,010099,2021-04-27
3,1.0754,1.0754,0.02%,开放申购,开放赎回,010099,2021-04-26
4,1.0752,1.0752,0.00%,开放申购,开放赎回,010099,2021-04-23
5,1.0752,1.0752,0.01%,开放申购,开放赎回,010099,2021-04-22
6,1.0751,1.0751,0.00%,开放申购,开放赎回,010099,2021-04-21
7,1.0751,1.0751,0.00%,开放申购,开放赎回,010099,2021-04-20
8,1.0751,1.0751,4.84%,开放申购,开放赎回,010099,2021-04-19
9,1.0255,1.0255,2.47%,开放申购,开放赎回,010099,2021-04-16
10,1.0008,1.0008,-0.04%,开放申购,开放赎回,010099,2021-04-15
12,1.0012,1.0012,-0.83%,开放申购,开放赎回,010099,2021-04-14
13,1.0096,1.0096,0.02%,开放申购,开放赎回,010099,2021-04-13
14,1.0094,1.0094,0.02%,开放申购,开放赎回,010099,2021-04-12
15,1.0092,1.0092,0.02%,开放申购,开放赎回,010099,2021-04-09
16,1.0090,1.0090,0.00%,开放申购,开放赎回,010099,2021-04-08
17,1.0090,1.0090,0.01%,开放申购,开放赎回,010099,2021-04-07
18,1.0089,1.0089,0.12%,开放申购,开放赎回,010099,2021-04-06
19,1.0077,1.0077,0.02%,开放申购,开放赎回,010099,2021-04-02
20,1.0075,1.0075,0.12%,开放申购,开放赎回,010099,2021-04-01
21,1.0063,1.0063,0.00%,开放申购,开放赎回,010099,2021-03-31
23,1.0063,1.0063,-0.01%,开放申购,开放赎回,010099,2021-03-30
24,1.0064,1.0064,0.05%,暂停申购,暂停赎回,010099,2021-03-29
25,1.0059,1.0059,,暂停申购,暂停赎回,010099,2021-03-26
26,1.0048,1.0048,,暂停申购,暂停赎回,010099,2021-03-19
27,1.0046,1.0046,,暂停申购,暂停赎回,010099,2021-03-12
28,1.0040,1.0040,,暂停申购,暂停赎回,010099,2021-03-05
29,1.0024,1.0024,,暂停申购,暂停赎回,010099,2021-02-26
30,1.0015,1.0015,,暂停申购,暂停赎回,010099,2021-02-19
31,1.0006,1.0006,,暂停申购,暂停赎回,010099,2021-02-10
32,0.9999,0.9999,,暂停申购,暂停赎回,010099,2021-02-05
34,1.0002,1.0002,,暂停申购,暂停赎回,010099,2021-01-29
35,1.0003,1.0003,,暂停申购,暂停赎回,010099,2021-01-22
36,1.0003,1.0003,,暂停申购,暂停赎回,010099,2021-01-15
37,1.0005,1.0005,,暂停申购,暂停赎回,010099,2021-01-08
