,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.6740,1.9740,0.48%,开放申购,开放赎回,002064,2021-04-30
2,1.6660,1.9660,1.34%,开放申购,开放赎回,002064,2021-04-29
3,1.6440,1.9440,1.80%,开放申购,开放赎回,002064,2021-04-28
4,1.6150,1.9150,0.31%,开放申购,开放赎回,002064,2021-04-27
5,1.6100,1.9100,0.19%,开放申购,开放赎回,002064,2021-04-26
6,1.6070,1.9070,1.13%,开放申购,开放赎回,002064,2021-04-23
7,1.5890,1.8890,0.57%,开放申购,开放赎回,002064,2021-04-22
8,1.5800,1.8800,0.00%,开放申购,开放赎回,002064,2021-04-21
9,1.5800,1.8800,-0.32%,开放申购,开放赎回,002064,2021-04-20
10,1.5850,1.8850,3.46%,开放申购,开放赎回,002064,2021-04-19
12,1.5320,1.8320,-0.71%,开放申购,开放赎回,002064,2021-04-16
13,1.5430,1.8430,-0.06%,开放申购,开放赎回,002064,2021-04-15
14,1.5440,1.8440,2.32%,开放申购,开放赎回,002064,2021-04-14
15,1.5090,1.8090,0.20%,开放申购,开放赎回,002064,2021-04-13
16,1.5060,1.8060,-3.15%,开放申购,开放赎回,002064,2021-04-12
17,1.5550,1.8550,-0.26%,开放申购,开放赎回,002064,2021-04-09
18,1.5590,1.8590,0.06%,开放申购,开放赎回,002064,2021-04-08
19,1.5580,1.8580,-0.51%,开放申购,开放赎回,002064,2021-04-07
20,1.5660,1.8660,0.00%,开放申购,开放赎回,002064,2021-04-06
21,1.5660,1.8660,1.75%,开放申购,开放赎回,002064,2021-04-02
23,1.5390,1.8390,2.33%,开放申购,开放赎回,002064,2021-04-01
24,1.5040,1.8040,-1.12%,开放申购,开放赎回,002064,2021-03-31
25,1.5210,1.8210,1.74%,开放申购,开放赎回,002064,2021-03-30
26,1.4950,1.7950,0.27%,开放申购,开放赎回,002064,2021-03-29
27,1.4910,1.7910,2.54%,开放申购,开放赎回,002064,2021-03-26
28,1.4540,1.7540,1.18%,开放申购,开放赎回,002064,2021-03-25
29,1.4370,1.7370,-1.71%,开放申购,开放赎回,002064,2021-03-24
30,1.4620,1.7620,-1.15%,开放申购,开放赎回,002064,2021-03-23
31,1.4790,1.7790,0.75%,开放申购,开放赎回,002064,2021-03-22
32,1.4680,1.7680,-1.28%,开放申购,开放赎回,002064,2021-03-19
34,1.4870,1.7870,0.47%,开放申购,开放赎回,002064,2021-03-18
35,1.4800,1.7800,2.42%,开放申购,开放赎回,002064,2021-03-17
36,1.4450,1.7450,-0.89%,开放申购,开放赎回,002064,2021-03-16
37,1.4580,1.7580,-3.38%,开放申购,开放赎回,002064,2021-03-15
38,1.5090,1.8090,-0.33%,开放申购,开放赎回,002064,2021-03-12
39,1.5140,1.8140,2.23%,开放申购,开放赎回,002064,2021-03-11
40,1.4810,1.7810,1.09%,开放申购,开放赎回,002064,2021-03-10
41,1.4650,1.7650,-2.79%,开放申购,开放赎回,002064,2021-03-09
42,1.5070,1.8070,-4.26%,开放申购,开放赎回,002064,2021-03-08
43,1.5740,1.8740,0.25%,开放申购,开放赎回,002064,2021-03-05
45,1.5700,1.8700,-4.03%,开放申购,开放赎回,002064,2021-03-04
46,1.6360,1.9360,-0.12%,开放申购,开放赎回,002064,2021-03-03
47,1.6380,1.9380,0.49%,开放申购,开放赎回,002064,2021-03-02
48,1.6300,1.9300,2.84%,开放申购,开放赎回,002064,2021-03-01
49,1.5850,1.8850,-1.61%,开放申购,开放赎回,002064,2021-02-26
50,1.6110,1.9110,0.12%,开放申购,开放赎回,002064,2021-02-25
51,1.6090,1.9090,-0.56%,开放申购,开放赎回,002064,2021-02-24
52,1.6180,1.9180,-0.74%,开放申购,开放赎回,002064,2021-02-23
53,1.6300,1.9300,-2.98%,开放申购,开放赎回,002064,2021-02-22
54,1.6800,1.9800,-0.41%,开放申购,开放赎回,002064,2021-02-19
56,1.6870,1.9870,-0.35%,开放申购,开放赎回,002064,2021-02-18
57,1.6930,1.9930,1.26%,开放申购,开放赎回,002064,2021-02-10
58,1.6720,1.9720,1.46%,开放申购,开放赎回,002064,2021-02-09
59,1.6480,1.9480,1.67%,开放申购,开放赎回,002064,2021-02-08
