,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.0104,1.1704,,暂停申购,暂停赎回,004708,2021-04-30
2,1.0113,1.1713,,暂停申购,暂停赎回,004708,2021-04-23
3,1.0079,1.1679,,暂停申购,暂停赎回,004708,2021-04-16
4,1.0074,1.1674,,暂停申购,暂停赎回,004708,2021-04-09
5,1.0097,1.1697,,暂停申购,暂停赎回,004708,2021-04-02
6,1.0058,1.1658,,暂停申购,暂停赎回,004708,2021-03-26
7,1.0020,1.1620,,暂停申购,暂停赎回,004708,2021-03-19
8,1.0078,1.1678,,暂停申购,暂停赎回,004708,2021-03-12
9,1.0157,1.1757,,暂停申购,暂停赎回,004708,2021-03-05
10,1.0194,1.1794,,暂停申购,暂停赎回,004708,2021-02-26
12,1.0409,1.2009,,暂停申购,暂停赎回,004708,2021-02-19
13,1.0295,1.1895,,暂停申购,暂停赎回,004708,2021-02-10
14,0.9991,1.1591,,暂停申购,暂停赎回,004708,2021-02-05
15,1.0243,1.1843,,暂停申购,暂停赎回,004708,2021-01-29
16,1.0652,1.2252,,暂停申购,暂停赎回,004708,2021-01-22
17,1.0459,1.2059,,暂停申购,暂停赎回,004708,2021-01-15
18,1.0486,1.2086,,暂停申购,暂停赎回,004708,2021-01-08
