,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.0178,1.1683,0.03%,暂停申购,暂停赎回,003394,2021-04-30
2,1.0175,1.1680,0.03%,暂停申购,暂停赎回,003394,2021-04-29
3,1.0172,1.1677,0.02%,暂停申购,暂停赎回,003394,2021-04-28
4,1.0170,1.1675,0.01%,暂停申购,暂停赎回,003394,2021-04-27
5,1.0169,1.1674,-0.05%,暂停申购,暂停赎回,003394,2021-04-26
6,1.0174,1.1679,0.01%,暂停申购,暂停赎回,003394,2021-04-23
7,1.0173,1.1678,0.02%,暂停申购,暂停赎回,003394,2021-04-22
8,1.0171,1.1676,0.03%,暂停申购,暂停赎回,003394,2021-04-21
9,1.0168,1.1673,0.04%,暂停申购,暂停赎回,003394,2021-04-20
10,1.0164,1.1669,0.06%,暂停申购,暂停赎回,003394,2021-04-19
12,1.0158,1.1663,0.02%,暂停申购,暂停赎回,003394,2021-04-16
13,1.0156,1.1661,0.01%,暂停申购,暂停赎回,003394,2021-04-15
14,1.0155,1.1660,0.01%,暂停申购,暂停赎回,003394,2021-04-14
15,1.0154,1.1659,0.09%,暂停申购,暂停赎回,003394,2021-04-13
16,1.0145,1.1650,0.06%,暂停申购,暂停赎回,003394,2021-04-12
17,1.0139,1.1644,0.03%,暂停申购,暂停赎回,003394,2021-04-09
18,1.0136,1.1641,0.00%,暂停申购,暂停赎回,003394,2021-04-08
19,1.0136,1.1641,0.00%,暂停申购,暂停赎回,003394,2021-04-07
20,1.0136,1.1641,0.02%,暂停申购,暂停赎回,003394,2021-04-06
21,1.0134,1.1639,0.01%,暂停申购,暂停赎回,003394,2021-04-02
23,1.0133,1.1638,0.01%,暂停申购,暂停赎回,003394,2021-04-01
24,1.0132,1.1637,0.03%,暂停申购,暂停赎回,003394,2021-03-31
25,1.0129,1.1634,0.02%,暂停申购,暂停赎回,003394,2021-03-30
26,1.0127,1.1632,0.02%,暂停申购,暂停赎回,003394,2021-03-29
27,1.0125,1.1630,0.00%,暂停申购,暂停赎回,003394,2021-03-26
28,1.0125,1.1630,0.01%,暂停申购,暂停赎回,003394,2021-03-25
29,1.0124,1.1629,0.06%,暂停申购,暂停赎回,003394,2021-03-24
30,1.0118,1.1623,0.05%,暂停申购,暂停赎回,003394,2021-03-23
31,1.0113,1.1618,0.05%,暂停申购,暂停赎回,003394,2021-03-22
32,1.0108,1.1613,0.05%,暂停申购,暂停赎回,003394,2021-03-19
34,1.0103,1.1608,0.00%,暂停申购,暂停赎回,003394,2021-03-18
35,1.0103,1.1608,0.03%,暂停申购,暂停赎回,003394,2021-03-17
