,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.0101,1.0101,,暂停申购,暂停赎回,008802,2021-04-30
2,1.0081,1.0081,0.01%,开放申购,开放赎回,008802,2021-04-23
3,1.0080,1.0080,0.00%,开放申购,开放赎回,008802,2021-04-22
4,1.0080,1.0080,0.01%,开放申购,开放赎回,008802,2021-04-21
5,1.0079,1.0079,0.00%,开放申购,开放赎回,008802,2021-04-20
6,1.0079,1.0079,0.02%,开放申购,开放赎回,008802,2021-04-19
7,1.0077,1.0077,0.00%,开放申购,开放赎回,008802,2021-04-16
8,1.0077,1.0077,0.01%,开放申购,开放赎回,008802,2021-04-15
9,1.0076,1.0076,0.01%,开放申购,开放赎回,008802,2021-04-14
10,1.0075,1.0075,0.00%,开放申购,开放赎回,008802,2021-04-13
12,1.0075,1.0075,0.02%,开放申购,开放赎回,008802,2021-04-12
13,1.0073,1.0073,0.02%,开放申购,开放赎回,008802,2021-04-09
14,1.0071,1.0071,0.02%,开放申购,开放赎回,008802,2021-04-08
15,1.0069,1.0069,0.59%,开放申购,开放赎回,008802,2021-04-07
16,1.0010,1.0010,0.02%,开放申购,开放赎回,008802,2021-04-06
17,1.0008,1.0008,0.03%,开放申购,开放赎回,008802,2021-04-02
18,1.0005,1.0005,0.04%,开放申购,开放赎回,008802,2021-04-01
19,1.0001,1.0001,0.03%,开放申购,开放赎回,008802,2021-03-31
20,0.9998,0.9998,0.03%,开放申购,开放赎回,008802,2021-03-30
21,0.9995,0.9995,0.01%,开放申购,开放赎回,008802,2021-03-29
23,0.9994,0.9994,,开放申购,开放赎回,008802,2021-03-26
24,0.9988,0.9988,,暂停申购,暂停赎回,008802,2021-03-19
25,0.9985,0.9985,,暂停申购,暂停赎回,008802,2021-03-12
26,0.9976,0.9976,,暂停申购,暂停赎回,008802,2021-03-05
27,0.9965,0.9965,,暂停申购,暂停赎回,008802,2021-02-26
28,0.9961,0.9961,,暂停申购,暂停赎回,008802,2021-02-19
29,0.9950,0.9950,,暂停申购,暂停赎回,008802,2021-02-10
30,0.9936,0.9936,,暂停申购,暂停赎回,008802,2021-02-05
31,0.9932,0.9932,,暂停申购,暂停赎回,008802,2021-01-29
32,0.9953,0.9953,,暂停申购,暂停赎回,008802,2021-01-22
34,0.9954,0.9954,,暂停申购,暂停赎回,008802,2021-01-15
35,0.9955,0.9955,,暂停申购,暂停赎回,008802,2021-01-08
