,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.0610,1.4310,0.66%,开放申购,开放赎回,000536,2021-04-30
2,1.0540,1.4240,0.29%,开放申购,开放赎回,000536,2021-04-29
3,1.0510,1.4210,0.57%,开放申购,开放赎回,000536,2021-04-28
4,1.0450,1.4150,0.29%,开放申购,开放赎回,000536,2021-04-27
5,1.0420,1.4120,0.19%,开放申购,开放赎回,000536,2021-04-26
6,1.0400,1.4100,0.29%,开放申购,开放赎回,000536,2021-04-23
7,1.0370,1.4070,-0.29%,开放申购,开放赎回,000536,2021-04-22
8,1.0400,1.4100,-0.10%,开放申购,开放赎回,000536,2021-04-21
9,1.0410,1.4110,0.29%,开放申购,开放赎回,000536,2021-04-20
10,1.0380,1.4080,2.06%,开放申购,开放赎回,000536,2021-04-19
12,1.0170,1.3870,0.20%,开放申购,开放赎回,000536,2021-04-16
13,1.0150,1.3850,0.10%,开放申购,开放赎回,000536,2021-04-15
14,1.0140,1.3840,0.90%,开放申购,开放赎回,000536,2021-04-14
15,1.0050,1.3750,0.00%,开放申购,开放赎回,000536,2021-04-13
16,1.0050,1.3750,-1.57%,开放申购,开放赎回,000536,2021-04-12
17,1.0210,1.3910,-0.29%,开放申购,开放赎回,000536,2021-04-09
18,1.0240,1.3940,0.00%,开放申购,开放赎回,000536,2021-04-08
19,1.0240,1.3940,-0.49%,开放申购,开放赎回,000536,2021-04-07
20,1.0290,1.3990,0.19%,开放申购,开放赎回,000536,2021-04-06
21,1.0270,1.3970,0.20%,开放申购,开放赎回,000536,2021-04-02
23,1.0250,1.3950,0.89%,开放申购,开放赎回,000536,2021-04-01
24,1.0160,1.3860,-0.68%,开放申购,开放赎回,000536,2021-03-31
25,1.0230,1.3930,0.69%,开放申购,开放赎回,000536,2021-03-30
26,1.0160,1.3860,0.40%,开放申购,开放赎回,000536,2021-03-29
27,1.0120,1.3820,1.10%,开放申购,开放赎回,000536,2021-03-26
28,1.0010,1.3710,0.30%,开放申购,开放赎回,000536,2021-03-25
29,0.9980,1.3680,-1.38%,开放申购,开放赎回,000536,2021-03-24
30,1.0120,1.3820,-0.88%,开放申购,开放赎回,000536,2021-03-23
31,1.0210,1.3910,0.99%,开放申购,开放赎回,000536,2021-03-22
32,1.0110,1.3810,-0.88%,开放申购,开放赎回,000536,2021-03-19
34,1.0200,1.3900,0.10%,开放申购,开放赎回,000536,2021-03-18
35,1.0190,1.3890,0.59%,开放申购,开放赎回,000536,2021-03-17
36,1.0130,1.3830,0.20%,开放申购,开放赎回,000536,2021-03-16
37,1.0110,1.3810,-1.65%,开放申购,开放赎回,000536,2021-03-15
38,1.0280,1.3980,0.49%,开放申购,开放赎回,000536,2021-03-12
39,1.0230,1.3930,1.19%,开放申购,开放赎回,000536,2021-03-11
40,1.0110,1.3810,0.60%,开放申购,开放赎回,000536,2021-03-10
41,1.0050,1.3750,-0.79%,开放申购,开放赎回,000536,2021-03-09
42,1.0130,1.3830,-2.03%,开放申购,开放赎回,000536,2021-03-08
43,1.0340,1.4040,-0.19%,开放申购,开放赎回,000536,2021-03-05
45,1.0360,1.4060,-2.08%,开放申购,开放赎回,000536,2021-03-04
46,1.0580,1.4280,0.38%,开放申购,开放赎回,000536,2021-03-03
47,1.0540,1.4240,-0.28%,开放申购,开放赎回,000536,2021-03-02
48,1.0570,1.4270,1.73%,开放申购,开放赎回,000536,2021-03-01
49,1.0390,1.4090,-1.05%,开放申购,开放赎回,000536,2021-02-26
50,1.0500,1.4200,-0.57%,开放申购,开放赎回,000536,2021-02-25
51,1.0560,1.4260,-2.13%,开放申购,开放赎回,000536,2021-02-24
52,1.0790,1.4490,-0.37%,开放申购,开放赎回,000536,2021-02-23
