,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,0.6326,2.3250%,暂停申购,开放赎回,,000620,2021-04-30
2,0.6345,2.3220%,暂停申购,开放赎回,,000620,2021-04-29
3,0.6352,2.3220%,暂停申购,开放赎回,,000620,2021-04-28
4,0.6477,2.3120%,暂停申购,开放赎回,,000620,2021-04-27
5,0.6329,2.2790%,暂停申购,开放赎回,,000620,2021-04-26
6,0.6190,2.2680%,暂停申购,开放赎回,,000620,2021-04-25
7,0.6067,2.2570%,暂停申购,开放赎回,,000620,2021-04-24
8,0.6261,2.2530%,暂停申购,开放赎回,,000620,2021-04-23
9,0.6340,2.2400%,暂停申购,开放赎回,,000620,2021-04-22
10,0.6181,2.2260%,暂停申购,开放赎回,,000620,2021-04-21
12,0.5855,2.2280%,暂停申购,开放赎回,,000620,2021-04-20
13,0.6124,2.2500%,暂停申购,开放赎回,,000620,2021-04-19
14,0.5984,2.2560%,暂停申购,开放赎回,,000620,2021-04-18
15,0.5985,2.2720%,暂停申购,开放赎回,,000620,2021-04-17
16,0.6017,2.2880%,暂停申购,开放赎回,,000620,2021-04-16
17,0.6086,2.2890%,暂停申购,开放赎回,,000620,2021-04-15
18,0.6215,2.3020%,暂停申购,开放赎回,,000620,2021-04-14
19,0.6258,2.3140%,暂停申购,开放赎回,,000620,2021-04-13
20,0.6237,2.3370%,暂停申购,开放赎回,,000620,2021-04-12
21,0.6284,2.3610%,暂停申购,开放赎回,,000620,2021-04-11
23,0.6286,2.3830%,暂停申购,开放赎回,,000620,2021-04-10
24,0.6047,2.4050%,暂停申购,开放赎回,,000620,2021-04-09
25,0.6325,2.4400%,暂停申购,开放赎回,,000620,2021-04-08
26,0.6435,2.4620%,暂停申购,开放赎回,,000620,2021-04-07
27,0.6690,2.4790%,暂停申购,开放赎回,,000620,2021-04-06
28,0.6691,2.4780%,暂停申购,开放赎回,,000620,2021-04-05
29,0.6692,2.4700%,暂停申购,开放赎回,,000620,2021-04-04
30,0.6692,2.4720%,暂停申购,开放赎回,,000620,2021-04-03
31,0.6716,2.4730%,暂停申购,开放赎回,,000620,2021-04-02
32,0.6736,2.4750%,暂停申购,开放赎回,,000620,2021-04-01
34,0.6739,2.4750%,暂停申购,开放赎回,,000620,2021-03-31
35,0.6672,2.4770%,暂停申购,开放赎回,,000620,2021-03-30
36,0.6557,2.4800%,暂停申购,开放赎回,,000620,2021-03-29
37,0.6719,2.4880%,暂停申购,开放赎回,,000620,2021-03-28
38,0.6719,2.4890%,暂停申购,开放赎回,,000620,2021-03-27
39,0.6745,2.4910%,暂停申购,开放赎回,,000620,2021-03-26
40,0.6741,2.4900%,暂停申购,开放赎回,,000620,2021-03-25
