,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.0011,1.1806,,暂停申购,暂停赎回,004802,2021-04-30
2,,,,,,004802,2021-04-28
3,1.0474,1.1819,,暂停申购,暂停赎回,004802,2021-04-23
4,1.0419,1.1764,,暂停申购,暂停赎回,004802,2021-04-16
5,1.0456,1.1801,,暂停申购,暂停赎回,004802,2021-04-09
6,1.0523,1.1868,,暂停申购,暂停赎回,004802,2021-04-02
7,1.0445,1.1790,,暂停申购,暂停赎回,004802,2021-03-26
8,1.0416,1.1761,,暂停申购,暂停赎回,004802,2021-03-19
9,1.0472,1.1817,,暂停申购,暂停赎回,004802,2021-03-12
10,1.0528,1.1873,,暂停申购,暂停赎回,004802,2021-03-05
12,1.0639,1.1984,,暂停申购,暂停赎回,004802,2021-02-26
13,1.1039,1.2384,,暂停申购,暂停赎回,004802,2021-02-19
14,1.1160,1.2505,,暂停申购,暂停赎回,004802,2021-02-10
15,1.0944,1.2289,,暂停申购,暂停赎回,004802,2021-02-05
16,1.0802,1.2147,,暂停申购,暂停赎回,004802,2021-01-29
17,1.0917,1.2262,,暂停申购,暂停赎回,004802,2021-01-22
18,1.2093,1.2138,,暂停申购,暂停赎回,004802,2021-01-15
19,1.2200,1.2245,,暂停申购,暂停赎回,004802,2021-01-08
