,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,2.1690,2.2010,-0.32%,开放申购,开放赎回,161222,2021-04-30
2,2.1760,2.2080,0.14%,开放申购,开放赎回,161222,2021-04-29
3,2.1730,2.2050,0.70%,开放申购,开放赎回,161222,2021-04-28
4,2.1580,2.1900,-0.14%,开放申购,开放赎回,161222,2021-04-27
5,2.1610,2.1930,-0.32%,开放申购,开放赎回,161222,2021-04-26
6,2.1680,2.2000,-0.05%,开放申购,开放赎回,161222,2021-04-23
7,2.1690,2.2010,-0.09%,开放申购,开放赎回,161222,2021-04-22
8,2.1710,2.2030,0.14%,开放申购,开放赎回,161222,2021-04-21
9,2.1680,2.2000,0.32%,开放申购,开放赎回,161222,2021-04-20
10,2.1610,2.1930,1.31%,开放申购,开放赎回,161222,2021-04-19
12,2.1330,2.1650,0.42%,开放申购,开放赎回,161222,2021-04-16
13,2.1240,2.1560,0.81%,开放申购,开放赎回,161222,2021-04-15
14,2.1070,2.1390,0.86%,开放申购,开放赎回,161222,2021-04-14
15,2.0890,2.1210,-0.10%,开放申购,开放赎回,161222,2021-04-13
16,2.0910,2.1230,-1.46%,开放申购,开放赎回,161222,2021-04-12
17,2.1220,2.1540,-0.47%,开放申购,开放赎回,161222,2021-04-09
18,2.1320,2.1640,0.28%,开放申购,开放赎回,161222,2021-04-08
19,2.1260,2.1580,0.09%,开放申购,开放赎回,161222,2021-04-07
20,2.1240,2.1560,-0.09%,开放申购,开放赎回,161222,2021-04-06
21,2.1260,2.1580,0.19%,开放申购,开放赎回,161222,2021-04-02
23,2.1220,2.1540,0.28%,开放申购,开放赎回,161222,2021-04-01
24,2.1160,2.1480,0.09%,开放申购,开放赎回,161222,2021-03-31
25,2.1140,2.1460,-0.24%,开放申购,开放赎回,161222,2021-03-30
26,2.1190,2.1510,1.05%,开放申购,开放赎回,161222,2021-03-29
27,2.0970,2.1290,1.26%,开放申购,开放赎回,161222,2021-03-26
28,2.0710,2.1030,0.53%,开放申购,开放赎回,161222,2021-03-25
29,2.0600,2.0920,-1.90%,开放申购,开放赎回,161222,2021-03-24
30,2.1000,2.1320,-0.80%,开放申购,开放赎回,161222,2021-03-23
31,2.1170,2.1490,0.38%,开放申购,开放赎回,161222,2021-03-22
