,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,0.9605,0.9605,0.03%,开放申购,开放赎回,010925,2021-04-30
2,0.9602,0.9602,-0.51%,开放申购,开放赎回,010925,2021-04-29
3,0.9651,0.9651,0.09%,开放申购,开放赎回,010925,2021-04-28
4,0.9642,0.9642,-0.16%,开放申购,开放赎回,010925,2021-04-27
5,0.9657,0.9657,-0.38%,开放申购,开放赎回,010925,2021-04-26
6,0.9694,0.9694,0.58%,开放申购,开放赎回,010925,2021-04-23
7,0.9638,0.9638,0.07%,开放申购,开放赎回,010925,2021-04-22
8,0.9631,0.9631,-0.01%,开放申购,开放赎回,010925,2021-04-21
9,0.9632,0.9632,-0.27%,开放申购,开放赎回,010925,2021-04-20
10,0.9658,0.9658,0.54%,开放申购,开放赎回,010925,2021-04-19
12,0.9606,0.9606,0.44%,开放申购,开放赎回,010925,2021-04-16
13,0.9564,0.9564,0.00%,开放申购,开放赎回,010925,2021-04-15
14,0.9564,0.9564,0.38%,开放申购,开放赎回,010925,2021-04-14
15,0.9528,0.9528,-0.24%,开放申购,开放赎回,010925,2021-04-13
16,0.9551,0.9551,-1.38%,开放申购,开放赎回,010925,2021-04-12
17,0.9685,0.9685,-0.25%,开放申购,开放赎回,010925,2021-04-09
18,0.9709,0.9709,-0.43%,开放申购,开放赎回,010925,2021-04-08
19,0.9751,0.9751,0.42%,开放申购,开放赎回,010925,2021-04-07
20,0.9710,0.9710,0.21%,开放申购,开放赎回,010925,2021-04-06
21,0.9690,0.9690,0.25%,开放申购,开放赎回,010925,2021-04-02
23,0.9666,0.9666,0.29%,开放申购,开放赎回,010925,2021-04-01
24,0.9638,0.9638,-0.06%,开放申购,开放赎回,010925,2021-03-31
25,0.9644,0.9644,0.03%,开放申购,开放赎回,010925,2021-03-30
26,0.9641,0.9641,0.24%,开放申购,开放赎回,010925,2021-03-29
27,0.9618,0.9618,0.96%,开放申购,开放赎回,010925,2021-03-26
28,0.9527,0.9527,0.06%,开放申购,开放赎回,010925,2021-03-25
29,0.9521,0.9521,-0.95%,开放申购,开放赎回,010925,2021-03-24
30,0.9612,0.9612,-0.56%,开放申购,开放赎回,010925,2021-03-23
31,0.9666,0.9666,0.75%,开放申购,开放赎回,010925,2021-03-22
32,0.9594,0.9594,-0.40%,开放申购,开放赎回,010925,2021-03-19
34,0.9633,0.9633,-0.13%,开放申购,开放赎回,010925,2021-03-18
35,0.9646,0.9646,,封闭期,封闭期,010925,2021-03-17
36,0.9653,0.9653,,封闭期,封闭期,010925,2021-03-12
37,0.9799,0.9799,,封闭期,封闭期,010925,2021-03-05
38,0.9885,0.9885,,封闭期,封闭期,010925,2021-02-26
39,1.0001,1.0001,0.01%,封闭期,封闭期,010925,2021-02-19
40,1.0000,1.0000,,封闭期,封闭期,010925,2021-02-18
