,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,2.2086,2.2086,-0.38%,开放申购,开放赎回,010000,2021-04-30
2,2.2171,2.2171,0.10%,开放申购,开放赎回,010000,2021-04-29
3,2.2149,2.2149,2.05%,开放申购,开放赎回,010000,2021-04-28
4,2.1705,2.1705,0.36%,开放申购,开放赎回,010000,2021-04-27
5,2.1628,2.1628,-1.23%,开放申购,开放赎回,010000,2021-04-26
6,2.1897,2.1897,1.00%,开放申购,开放赎回,010000,2021-04-23
7,2.1680,2.1680,-0.11%,开放申购,开放赎回,010000,2021-04-22
8,2.1704,2.1704,0.44%,开放申购,开放赎回,010000,2021-04-21
9,2.1608,2.1608,-0.34%,开放申购,开放赎回,010000,2021-04-20
10,2.1682,2.1682,3.42%,开放申购,开放赎回,010000,2021-04-19
12,2.0965,2.0965,0.25%,开放申购,开放赎回,010000,2021-04-16
13,2.0912,2.0912,0.85%,开放申购,开放赎回,010000,2021-04-15
14,2.0736,2.0736,1.89%,开放申购,开放赎回,010000,2021-04-14
15,2.0351,2.0351,-0.09%,开放申购,开放赎回,010000,2021-04-13
16,2.0370,2.0370,-2.32%,开放申购,开放赎回,010000,2021-04-12
17,2.0853,2.0853,-2.01%,开放申购,开放赎回,010000,2021-04-09
18,2.1281,2.1281,0.11%,开放申购,开放赎回,010000,2021-04-08
19,2.1257,2.1257,-0.40%,开放申购,开放赎回,010000,2021-04-07
20,2.1343,2.1343,-0.16%,开放申购,开放赎回,010000,2021-04-06
21,2.1377,2.1377,2.33%,开放申购,开放赎回,010000,2021-04-02
23,2.0891,2.0891,1.85%,开放申购,开放赎回,010000,2021-04-01
24,2.0511,2.0511,-1.08%,开放申购,开放赎回,010000,2021-03-31
25,2.0734,2.0734,2.00%,开放申购,开放赎回,010000,2021-03-30
26,2.0327,2.0327,-0.26%,开放申购,开放赎回,010000,2021-03-29
27,2.0381,2.0381,3.05%,开放申购,开放赎回,010000,2021-03-26
28,1.9777,1.9777,1.09%,开放申购,开放赎回,010000,2021-03-25
29,1.9563,1.9563,-2.64%,开放申购,开放赎回,010000,2021-03-24
30,2.0093,2.0093,-0.91%,开放申购,开放赎回,010000,2021-03-23
31,2.0278,2.0278,0.79%,开放申购,开放赎回,010000,2021-03-22
32,2.0120,2.0120,-2.19%,开放申购,开放赎回,010000,2021-03-19
34,2.0570,2.0570,1.74%,开放申购,开放赎回,010000,2021-03-18
35,2.0218,2.0218,2.12%,开放申购,开放赎回,010000,2021-03-17
36,1.9798,1.9798,-0.32%,开放申购,开放赎回,010000,2021-03-16
37,1.9861,1.9861,-3.96%,开放申购,开放赎回,010000,2021-03-15
38,2.0681,2.0681,-0.21%,开放申购,开放赎回,010000,2021-03-12
39,2.0724,2.0724,2.42%,开放申购,开放赎回,010000,2021-03-11
40,2.0235,2.0235,0.61%,开放申购,开放赎回,010000,2021-03-10
41,2.0112,2.0112,-3.73%,开放申购,开放赎回,010000,2021-03-09
42,2.0891,2.0891,-4.84%,开放申购,开放赎回,010000,2021-03-08
43,2.1954,2.1954,-0.33%,开放申购,开放赎回,010000,2021-03-05
45,2.2026,2.2026,-4.29%,开放申购,开放赎回,010000,2021-03-04
46,2.3013,2.3013,-0.34%,开放申购,开放赎回,010000,2021-03-03
47,2.3092,2.3092,0.56%,开放申购,开放赎回,010000,2021-03-02
48,2.2964,2.2964,2.79%,开放申购,开放赎回,010000,2021-03-01
49,2.2340,2.2340,-2.00%,开放申购,开放赎回,010000,2021-02-26
50,2.2796,2.2796,-0.85%,开放申购,开放赎回,010000,2021-02-25
51,2.2991,2.2991,-2.47%,开放申购,开放赎回,010000,2021-02-24
52,2.3574,2.3574,-0.07%,开放申购,开放赎回,010000,2021-02-23
53,2.3591,2.3591,-4.17%,开放申购,开放赎回,010000,2021-02-22
54,2.4618,2.4618,-2.73%,开放申购,开放赎回,010000,2021-02-19
56,2.5309,2.5309,-0.19%,开放申购,开放赎回,010000,2021-02-18
57,2.5356,2.5356,1.28%,开放申购,开放赎回,010000,2021-02-10
58,2.5035,2.5035,2.73%,开放申购,开放赎回,010000,2021-02-09
59,2.4370,2.4370,2.99%,开放申购,开放赎回,010000,2021-02-08
60,2.3662,2.3662,-1.21%,开放申购,开放赎回,010000,2021-02-05
61,2.3951,2.3951,-0.65%,开放申购,开放赎回,010000,2021-02-04
62,2.4107,2.4107,-2.16%,开放申购,开放赎回,010000,2021-02-03
63,2.4639,2.4639,2.55%,开放申购,开放赎回,010000,2021-02-02
64,2.4027,2.4027,0.48%,开放申购,开放赎回,010000,2021-02-01
65,2.3913,2.3913,-1.35%,开放申购,开放赎回,010000,2021-01-29
67,2.4241,2.4241,-5.28%,开放申购,开放赎回,010000,2021-01-28
68,2.5592,2.5592,0.80%,开放申购,开放赎回,010000,2021-01-27
69,2.5389,2.5389,-2.88%,开放申购,开放赎回,010000,2021-01-26
70,2.6141,2.6141,0.02%,开放申购,开放赎回,010000,2021-01-25
71,2.6136,2.6136,1.46%,开放申购,开放赎回,010000,2021-01-22
72,2.5759,2.5759,2.30%,开放申购,开放赎回,010000,2021-01-21
73,2.5180,2.5180,2.19%,开放申购,开放赎回,010000,2021-01-20
74,2.4640,2.4640,-2.35%,开放申购,开放赎回,010000,2021-01-19
75,2.5234,2.5234,2.56%,开放申购,开放赎回,010000,2021-01-18
76,2.4603,2.4603,-0.73%,开放申购,开放赎回,010000,2021-01-15
78,2.4785,2.4785,-3.04%,开放申购,开放赎回,010000,2021-01-14
79,2.5563,2.5563,-0.86%,开放申购,开放赎回,010000,2021-01-13
80,2.5786,2.5786,3.58%,开放申购,开放赎回,010000,2021-01-12
81,2.4894,2.4894,-1.65%,开放申购,开放赎回,010000,2021-01-11
82,2.5311,2.5311,-0.49%,开放申购,开放赎回,010000,2021-01-08
83,2.5436,2.5436,2.94%,开放申购,开放赎回,010000,2021-01-07
84,2.4709,2.4709,0.86%,开放申购,开放赎回,010000,2021-01-06
85,2.4498,2.4498,3.03%,开放申购,开放赎回,010000,2021-01-05
86,2.3777,2.3777,2.45%,开放申购,开放赎回,010000,2021-01-04
