,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.1738,2.8044,2.02%,开放申购,开放赎回,160805,2021-04-30
2,1.1506,2.7812,-0.11%,开放申购,开放赎回,160805,2021-04-29
3,1.1519,2.7825,1.78%,开放申购,开放赎回,160805,2021-04-28
4,1.1318,2.7624,0.75%,开放申购,开放赎回,160805,2021-04-27
5,1.1234,2.7540,-0.91%,开放申购,开放赎回,160805,2021-04-26
6,1.1337,2.7643,1.84%,开放申购,开放赎回,160805,2021-04-23
7,1.1132,2.7438,0.32%,开放申购,开放赎回,160805,2021-04-22
8,1.1096,2.7402,0.16%,开放申购,开放赎回,160805,2021-04-21
9,1.1078,2.7384,0.58%,开放申购,开放赎回,160805,2021-04-20
10,1.1014,2.7320,5.52%,开放申购,开放赎回,160805,2021-04-19
12,1.0438,2.6744,-0.59%,开放申购,开放赎回,160805,2021-04-16
13,1.0500,2.6806,0.27%,开放申购,开放赎回,160805,2021-04-15
14,1.0472,2.6778,2.52%,开放申购,开放赎回,160805,2021-04-14
15,1.0215,2.6521,1.15%,开放申购,开放赎回,160805,2021-04-13
16,1.0099,2.6405,-3.22%,开放申购,开放赎回,160805,2021-04-12
17,1.0435,2.6741,-2.45%,开放申购,开放赎回,160805,2021-04-09
18,1.0697,2.7003,0.03%,开放申购,开放赎回,160805,2021-04-08
19,1.0694,2.7000,-2.27%,开放申购,开放赎回,160805,2021-04-07
20,1.0942,2.7248,0.16%,开放申购,开放赎回,160805,2021-04-06
21,1.0924,2.7230,1.80%,开放申购,开放赎回,160805,2021-04-02
23,1.0731,2.7037,2.34%,开放申购,开放赎回,160805,2021-04-01
24,1.0486,2.6792,-1.08%,开放申购,开放赎回,160805,2021-03-31
25,1.0600,2.6906,3.50%,开放申购,开放赎回,160805,2021-03-30
26,1.0242,2.6548,-0.69%,开放申购,开放赎回,160805,2021-03-29
27,1.0313,2.6619,4.00%,开放申购,开放赎回,160805,2021-03-26
28,0.9916,2.6222,1.08%,开放申购,开放赎回,160805,2021-03-25
29,0.9810,2.6116,-3.07%,开放申购,开放赎回,160805,2021-03-24
30,1.0121,2.6427,-2.65%,开放申购,开放赎回,160805,2021-03-23
31,1.0397,2.6703,0.02%,开放申购,开放赎回,160805,2021-03-22
32,1.0395,2.6701,-3.88%,开放申购,开放赎回,160805,2021-03-19
34,1.0815,2.7121,1.30%,开放申购,开放赎回,160805,2021-03-18
35,1.0676,2.6982,1.43%,开放申购,开放赎回,160805,2021-03-17
36,1.0526,2.6832,0.68%,开放申购,开放赎回,160805,2021-03-16
37,1.0455,2.6761,-4.57%,开放申购,开放赎回,160805,2021-03-15
38,1.0956,2.7262,0.81%,开放申购,开放赎回,160805,2021-03-12
39,1.0868,2.7174,3.09%,开放申购,开放赎回,160805,2021-03-11
40,1.0542,2.6848,2.33%,开放申购,开放赎回,160805,2021-03-10
41,1.0302,2.6608,-3.06%,开放申购,开放赎回,160805,2021-03-09
42,1.0627,2.6933,-5.30%,开放申购,开放赎回,160805,2021-03-08
43,1.1222,2.7528,-0.02%,开放申购,开放赎回,160805,2021-03-05
45,1.1224,2.7530,-5.88%,开放申购,开放赎回,160805,2021-03-04
46,1.1925,2.8231,0.64%,开放申购,开放赎回,160805,2021-03-03
47,1.1849,2.8155,-1.06%,开放申购,开放赎回,160805,2021-03-02
48,1.1976,2.8282,2.59%,开放申购,开放赎回,160805,2021-03-01
49,1.1674,2.7980,-2.69%,开放申购,开放赎回,160805,2021-02-26
50,1.1997,2.8303,0.40%,开放申购,开放赎回,160805,2021-02-25
51,1.1949,2.8255,-4.24%,开放申购,开放赎回,160805,2021-02-24
52,1.2478,2.8784,-0.72%,开放申购,开放赎回,160805,2021-02-23
53,1.2568,2.8874,-4.36%,开放申购,开放赎回,160805,2021-02-22
