,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.0005,1.0005,-0.14%,开放申购,封闭期,010707,2021-04-30
2,1.0019,1.0019,-0.08%,开放申购,封闭期,010707,2021-04-29
3,1.0027,1.0027,0.12%,开放申购,封闭期,010707,2021-04-28
4,1.0015,1.0015,-0.04%,开放申购,封闭期,010707,2021-04-27
5,1.0019,1.0019,0.02%,开放申购,封闭期,010707,2021-04-26
6,1.0017,1.0017,0.12%,开放申购,封闭期,010707,2021-04-23
7,1.0005,1.0005,-0.07%,开放申购,封闭期,010707,2021-04-22
8,1.0012,1.0012,-0.01%,开放申购,封闭期,010707,2021-04-21
9,1.0013,1.0013,0.00%,开放申购,封闭期,010707,2021-04-20
10,1.0013,1.0013,0.36%,开放申购,封闭期,010707,2021-04-19
12,0.9977,0.9977,0.09%,开放申购,封闭期,010707,2021-04-16
13,0.9968,0.9968,,封闭期,封闭期,010707,2021-04-15
14,1.0005,1.0005,,封闭期,封闭期,010707,2021-04-09
15,1.0043,1.0043,,封闭期,封闭期,010707,2021-04-02
16,1.0017,1.0017,,封闭期,封闭期,010707,2021-03-26
17,1.0009,1.0009,,封闭期,封闭期,010707,2021-03-19
18,1.0018,1.0018,,封闭期,封闭期,010707,2021-03-12
19,0.9996,0.9996,,封闭期,封闭期,010707,2021-03-05
20,0.9990,0.9990,,封闭期,封闭期,010707,2021-02-26
21,1.0006,1.0006,,封闭期,封闭期,010707,2021-02-19
23,1.0000,1.0000,,封闭期,封闭期,010707,2021-02-10
24,0.9995,0.9995,,封闭期,封闭期,010707,2021-02-05
25,1.0000,1.0000,,封闭期,封闭期,010707,2021-02-01
