,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.3637,1.3637,-0.15%,开放申购,开放赎回,003062,2021-04-30
2,1.3658,1.3658,0.15%,开放申购,开放赎回,003062,2021-04-29
3,1.3637,1.3637,0.12%,开放申购,开放赎回,003062,2021-04-28
4,1.3620,1.3620,0.07%,开放申购,开放赎回,003062,2021-04-27
5,1.3611,1.3611,-0.16%,开放申购,开放赎回,003062,2021-04-26
6,1.3633,1.3633,0.10%,开放申购,开放赎回,003062,2021-04-23
7,1.3619,1.3619,-0.05%,开放申购,开放赎回,003062,2021-04-22
8,1.3626,1.3626,0.09%,开放申购,开放赎回,003062,2021-04-21
9,1.3614,1.3614,0.04%,开放申购,开放赎回,003062,2021-04-20
10,1.3609,1.3609,0.32%,开放申购,开放赎回,003062,2021-04-19
12,1.3565,1.3565,0.05%,开放申购,开放赎回,003062,2021-04-16
13,1.3558,1.3558,0.01%,开放申购,开放赎回,003062,2021-04-15
14,1.3557,1.3557,0.08%,开放申购,开放赎回,003062,2021-04-14
15,1.3546,1.3546,0.01%,开放申购,开放赎回,003062,2021-04-13
16,1.3544,1.3544,-0.34%,开放申购,开放赎回,003062,2021-04-12
17,1.3590,1.3590,-0.34%,开放申购,开放赎回,003062,2021-04-09
18,1.3637,1.3637,0.07%,开放申购,开放赎回,003062,2021-04-08
19,1.3628,1.3628,-0.18%,开放申购,开放赎回,003062,2021-04-07
20,1.3653,1.3653,-0.07%,开放申购,开放赎回,003062,2021-04-06
21,1.3662,1.3662,0.23%,开放申购,开放赎回,003062,2021-04-02
23,1.3630,1.3630,0.27%,开放申购,开放赎回,003062,2021-04-01
24,1.3593,1.3593,-0.22%,开放申购,开放赎回,003062,2021-03-31
25,1.3623,1.3623,0.28%,开放申购,开放赎回,003062,2021-03-30
26,1.3585,1.3585,0.13%,开放申购,开放赎回,003062,2021-03-29
27,1.3568,1.3568,0.54%,开放申购,开放赎回,003062,2021-03-26
28,1.3495,1.3495,0.07%,开放申购,开放赎回,003062,2021-03-25
29,1.3485,1.3485,-0.35%,开放申购,开放赎回,003062,2021-03-24
30,1.3532,1.3532,-0.18%,开放申购,开放赎回,003062,2021-03-23
31,1.3557,1.3557,0.35%,开放申购,开放赎回,003062,2021-03-22
32,1.3510,1.3510,-0.67%,开放申购,开放赎回,003062,2021-03-19
34,1.3601,1.3601,0.25%,开放申购,开放赎回,003062,2021-03-18
35,1.3567,1.3567,0.12%,限制大额申购,开放赎回,003062,2021-03-17
36,1.3551,1.3551,0.24%,限制大额申购,开放赎回,003062,2021-03-16
37,1.3518,1.3518,-0.54%,限制大额申购,开放赎回,003062,2021-03-15
38,1.3592,1.3592,0.18%,限制大额申购,开放赎回,003062,2021-03-12
39,1.3568,1.3568,0.56%,限制大额申购,开放赎回,003062,2021-03-11
40,1.3493,1.3493,0.27%,限制大额申购,开放赎回,003062,2021-03-10
41,1.3456,1.3456,-0.57%,限制大额申购,开放赎回,003062,2021-03-09
42,1.3533,1.3533,-0.80%,限制大额申购,开放赎回,003062,2021-03-08
43,1.3642,1.3642,-0.17%,限制大额申购,开放赎回,003062,2021-03-05
45,1.3665,1.3665,-0.76%,限制大额申购,开放赎回,003062,2021-03-04
46,1.3770,1.3770,0.52%,限制大额申购,开放赎回,003062,2021-03-03
47,1.3699,1.3699,-0.18%,限制大额申购,开放赎回,003062,2021-03-02
48,1.3724,1.3724,0.34%,限制大额申购,开放赎回,003062,2021-03-01
49,1.3678,1.3678,-0.54%,限制大额申购,开放赎回,003062,2021-02-26
50,1.3752,1.3752,0.24%,限制大额申购,开放赎回,003062,2021-02-25
51,1.3719,1.3719,-0.55%,限制大额申购,开放赎回,003062,2021-02-24
52,1.3795,1.3795,0.02%,限制大额申购,开放赎回,003062,2021-02-23
53,1.3792,1.3792,-0.96%,限制大额申购,开放赎回,003062,2021-02-22
54,1.3926,1.3926,-0.09%,限制大额申购,开放赎回,003062,2021-02-19
56,1.3939,1.3939,-0.29%,限制大额申购,开放赎回,003062,2021-02-18
57,1.3979,1.3979,0.59%,限制大额申购,开放赎回,003062,2021-02-10
58,1.3897,1.3897,0.48%,限制大额申购,开放赎回,003062,2021-02-09
59,1.3831,1.3831,0.51%,限制大额申购,开放赎回,003062,2021-02-08
60,1.3761,1.3761,0.14%,限制大额申购,开放赎回,003062,2021-02-05
61,1.3742,1.3742,0.03%,限制大额申购,开放赎回,003062,2021-02-04
62,1.3738,1.3738,-0.01%,限制大额申购,开放赎回,003062,2021-02-03
63,1.3740,1.3740,0.41%,限制大额申购,开放赎回,003062,2021-02-02
64,1.3684,1.3684,0.48%,限制大额申购,开放赎回,003062,2021-02-01
65,1.3619,1.3619,-0.07%,限制大额申购,开放赎回,003062,2021-01-29
67,1.3628,1.3628,-0.73%,限制大额申购,开放赎回,003062,2021-01-28
68,1.3728,1.3728,0.14%,限制大额申购,开放赎回,003062,2021-01-27
69,1.3709,1.3709,-0.64%,限制大额申购,开放赎回,003062,2021-01-26
70,1.3797,1.3797,0.39%,限制大额申购,开放赎回,003062,2021-01-25
71,1.3744,1.3744,0.03%,限制大额申购,开放赎回,003062,2021-01-22
72,1.3740,1.3740,0.42%,限制大额申购,开放赎回,003062,2021-01-21
73,1.3683,1.3683,0.14%,限制大额申购,开放赎回,003062,2021-01-20
74,1.3664,1.3664,-0.37%,限制大额申购,开放赎回,003062,2021-01-19
75,1.3715,1.3715,0.37%,限制大额申购,开放赎回,003062,2021-01-18
76,1.3665,1.3665,0.07%,限制大额申购,开放赎回,003062,2021-01-15
78,1.3655,1.3655,-0.46%,限制大额申购,开放赎回,003062,2021-01-14
79,1.3718,1.3718,-0.15%,限制大额申购,开放赎回,003062,2021-01-13
80,1.3739,1.3739,0.67%,限制大额申购,开放赎回,003062,2021-01-12
81,1.3647,1.3647,-0.23%,限制大额申购,开放赎回,003062,2021-01-11
82,1.3679,1.3679,-0.15%,限制大额申购,开放赎回,003062,2021-01-08
83,1.3699,1.3699,0.54%,限制大额申购,开放赎回,003062,2021-01-07
84,1.3625,1.3625,0.26%,限制大额申购,开放赎回,003062,2021-01-06
85,1.3590,1.3590,0.50%,限制大额申购,开放赎回,003062,2021-01-05
86,1.3523,1.3523,0.23%,限制大额申购,开放赎回,003062,2021-01-04
