,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,2.9300,3.4650,-0.37%,开放申购,开放赎回,100061,2021-04-29
2,2.9410,3.4760,0.10%,开放申购,开放赎回,100061,2021-04-28
3,2.9380,3.4730,0.58%,开放申购,开放赎回,100061,2021-04-27
4,2.9210,3.4560,-0.44%,开放申购,开放赎回,100061,2021-04-26
5,2.9340,3.4690,1.17%,开放申购,开放赎回,100061,2021-04-23
6,2.9000,3.4350,0.94%,开放申购,开放赎回,100061,2021-04-22
7,2.8730,3.4080,-0.73%,开放申购,开放赎回,100061,2021-04-21
8,2.8940,3.4290,-0.10%,开放申购,开放赎回,100061,2021-04-20
9,2.8970,3.4320,1.08%,开放申购,开放赎回,100061,2021-04-19
10,2.8660,3.4010,0.81%,开放申购,开放赎回,100061,2021-04-16
12,2.8430,3.3780,-0.42%,开放申购,开放赎回,100061,2021-04-15
13,2.8550,3.3900,0.88%,开放申购,开放赎回,100061,2021-04-14
14,2.8300,3.3650,-0.21%,开放申购,开放赎回,100061,2021-04-13
15,2.8360,3.3710,-1.77%,开放申购,开放赎回,100061,2021-04-12
16,2.8870,3.4220,-1.13%,开放申购,开放赎回,100061,2021-04-09
17,2.9200,3.4550,0.79%,开放申购,开放赎回,100061,2021-04-08
18,2.8970,3.4320,-0.55%,开放申购,开放赎回,100061,2021-04-07
19,2.9130,3.4480,-0.10%,暂停申购,暂停赎回,100061,2021-04-06
20,2.9160,3.4510,0.07%,暂停申购,暂停赎回,100061,2021-04-02
21,2.9140,3.4490,2.86%,开放申购,开放赎回,100061,2021-04-01
23,2.8330,3.3680,-0.35%,开放申购,开放赎回,100061,2021-03-31
24,2.8430,3.3780,2.19%,开放申购,开放赎回,100061,2021-03-30
25,2.7820,3.3170,-0.78%,开放申购,开放赎回,100061,2021-03-29
26,2.8040,3.3390,2.64%,开放申购,开放赎回,100061,2021-03-26
27,2.7320,3.2670,0.55%,开放申购,开放赎回,100061,2021-03-25
28,2.7170,3.2520,-2.23%,开放申购,开放赎回,100061,2021-03-24
29,2.7790,3.3140,-1.94%,开放申购,开放赎回,100061,2021-03-23
30,2.8340,3.3690,-0.25%,开放申购,开放赎回,100061,2021-03-22
31,2.8410,3.3760,-0.91%,开放申购,开放赎回,100061,2021-03-19
32,2.8670,3.4020,-0.03%,开放申购,开放赎回,100061,2021-03-18
34,2.8680,3.4030,0.84%,开放申购,开放赎回,100061,2021-03-17
35,2.8440,3.3790,1.94%,开放申购,开放赎回,100061,2021-03-16
36,2.7900,3.3250,-1.06%,开放申购,开放赎回,100061,2021-03-15
37,2.8200,3.3550,-1.57%,开放申购,开放赎回,100061,2021-03-12
38,2.8650,3.4000,3.99%,开放申购,开放赎回,100061,2021-03-11
39,2.7550,3.2900,2.04%,开放申购,开放赎回,100061,2021-03-10
40,2.7000,3.2350,1.24%,开放申购,开放赎回,100061,2021-03-09
41,2.6670,3.2020,-5.02%,开放申购,开放赎回,100061,2021-03-08
42,2.8080,3.3430,-0.43%,开放申购,开放赎回,100061,2021-03-05
43,2.8200,3.3550,-4.89%,开放申购,开放赎回,100061,2021-03-04
45,2.9650,3.5000,0.00%,开放申购,开放赎回,100061,2021-03-03
46,2.9650,3.5000,-2.02%,开放申购,开放赎回,100061,2021-03-02
47,3.0260,3.5610,3.81%,开放申购,开放赎回,100061,2021-03-01
48,2.9150,3.4500,-3.28%,开放申购,开放赎回,100061,2021-02-26
49,3.0140,3.5490,1.01%,开放申购,开放赎回,100061,2021-02-25
50,2.9840,3.5190,-3.40%,开放申购,开放赎回,100061,2021-02-24
51,3.0890,3.6240,-0.19%,开放申购,开放赎回,100061,2021-02-23
52,3.0950,3.6300,-4.36%,开放申购,开放赎回,100061,2021-02-22
53,3.2360,3.7710,0.53%,开放申购,开放赎回,100061,2021-02-19
54,3.2190,3.7540,-0.56%,开放申购,开放赎回,100061,2021-02-18
56,3.2370,3.7720,1.41%,开放申购,开放赎回,100061,2021-02-10
57,3.1920,3.7270,0.79%,开放申购,开放赎回,100061,2021-02-09
58,3.1670,3.7020,1.31%,开放申购,开放赎回,100061,2021-02-08
59,3.1260,3.6610,0.45%,开放申购,开放赎回,100061,2021-02-05
60,3.1120,3.6470,-1.02%,开放申购,开放赎回,100061,2021-02-04
61,3.1440,3.6790,1.16%,开放申购,开放赎回,100061,2021-02-03
62,3.1080,3.6430,2.27%,开放申购,开放赎回,100061,2021-02-02
63,3.0390,3.5740,2.98%,开放申购,开放赎回,100061,2021-02-01
64,2.9510,3.4860,-0.10%,开放申购,开放赎回,100061,2021-01-29
65,2.9540,3.4890,-2.73%,开放申购,开放赎回,100061,2021-01-28
67,3.0370,3.5720,-2.35%,开放申购,开放赎回,100061,2021-01-27
68,3.1100,3.6450,-2.08%,开放申购,开放赎回,100061,2021-01-26
69,3.1760,3.7110,1.96%,开放申购,开放赎回,100061,2021-01-25
70,3.1150,3.6500,0.32%,开放申购,开放赎回,100061,2021-01-22
71,3.1050,3.6400,-0.70%,开放申购,开放赎回,100061,2021-01-21
72,3.1270,3.6620,3.34%,开放申购,开放赎回,100061,2021-01-20
73,3.0260,3.5610,2.47%,开放申购,开放赎回,100061,2021-01-19
74,2.9530,3.4880,2.89%,开放申购,开放赎回,100061,2021-01-18
75,2.8700,3.4050,-1.41%,开放申购,开放赎回,100061,2021-01-15
76,2.9110,3.4460,0.28%,开放申购,开放赎回,100061,2021-01-14
78,2.9030,3.4380,-0.14%,开放申购,开放赎回,100061,2021-01-13
79,2.9070,3.4420,1.54%,开放申购,开放赎回,100061,2021-01-12
80,2.8630,3.3980,-1.17%,开放申购,开放赎回,100061,2021-01-11
81,2.8970,3.4320,2.01%,开放申购,开放赎回,100061,2021-01-08
82,2.8400,3.3750,0.67%,开放申购,开放赎回,100061,2021-01-07
83,2.8210,3.3560,0.18%,开放申购,开放赎回,100061,2021-01-06
84,2.8160,3.3510,0.07%,开放申购,开放赎回,100061,2021-01-05
85,2.8140,3.3490,3.27%,开放申购,开放赎回,100061,2021-01-04
