,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,0.9280,0.9280,-1.44%,场内买入,场内卖出,159869,2021-04-30
2,0.9416,0.9416,0.32%,场内买入,场内卖出,159869,2021-04-29
3,0.9386,0.9386,0.12%,场内买入,场内卖出,159869,2021-04-28
4,0.9375,0.9375,-0.77%,场内买入,场内卖出,159869,2021-04-27
5,0.9448,0.9448,-1.26%,场内买入,场内卖出,159869,2021-04-26
6,0.9569,0.9569,0.17%,场内买入,场内卖出,159869,2021-04-23
7,0.9553,0.9553,0.29%,场内买入,场内卖出,159869,2021-04-22
8,0.9525,0.9525,-0.42%,场内买入,场内卖出,159869,2021-04-21
9,0.9565,0.9565,0.94%,场内买入,场内卖出,159869,2021-04-20
10,0.9476,0.9476,0.92%,场内买入,场内卖出,159869,2021-04-19
12,0.9390,0.9390,1.33%,场内买入,场内卖出,159869,2021-04-16
13,0.9267,0.9267,-0.46%,场内买入,场内卖出,159869,2021-04-15
14,0.9310,0.9310,1.52%,场内买入,场内卖出,159869,2021-04-14
15,0.9171,0.9171,-0.11%,场内买入,场内卖出,159869,2021-04-13
16,0.9181,0.9181,-2.82%,场内买入,场内卖出,159869,2021-04-12
17,0.9447,0.9447,0.21%,场内买入,场内卖出,159869,2021-04-09
18,0.9427,0.9427,-0.84%,场内买入,场内卖出,159869,2021-04-08
19,0.9507,0.9507,-0.05%,场内买入,场内卖出,159869,2021-04-07
20,0.9512,0.9512,1.59%,场内买入,场内卖出,159869,2021-04-06
21,0.9363,0.9363,0.67%,场内买入,场内卖出,159869,2021-04-02
23,0.9301,0.9301,0.11%,场内买入,场内卖出,159869,2021-04-01
24,0.9291,0.9291,0.62%,场内买入,场内卖出,159869,2021-03-31
25,0.9234,0.9234,-1.06%,场内买入,场内卖出,159869,2021-03-30
26,0.9333,0.9333,-0.94%,场内买入,场内卖出,159869,2021-03-29
27,0.9422,0.9422,0.45%,场内买入,场内卖出,159869,2021-03-26
28,0.9380,0.9380,-0.09%,场内买入,场内卖出,159869,2021-03-25
29,0.9388,0.9388,0.69%,场内买入,场内卖出,159869,2021-03-24
30,0.9324,0.9324,0.09%,场内买入,场内卖出,159869,2021-03-23
31,0.9316,0.9316,0.96%,场内买入,场内卖出,159869,2021-03-22
32,0.9227,0.9227,-2.01%,场内买入,场内卖出,159869,2021-03-19
34,0.9416,0.9416,-0.33%,场内买入,场内卖出,159869,2021-03-18
35,0.9447,0.9447,0.53%,场内买入,场内卖出,159869,2021-03-17
36,0.9397,0.9397,0.19%,场内买入,场内卖出,159869,2021-03-16
37,0.9379,0.9379,-3.59%,场内买入,场内卖出,159869,2021-03-15
38,0.9728,0.9728,-2.16%,场内买入,场内卖出,159869,2021-03-12
39,0.9943,0.9943,2.72%,场内买入,场内卖出,159869,2021-03-11
40,0.9680,0.9680,-3.17%,场内买入,场内卖出,159869,2021-03-10
41,0.9997,0.9997,-1.81%,场内买入,场内卖出,159869,2021-03-09
42,1.0181,1.0181,-0.57%,场内买入,场内卖出,159869,2021-03-08
43,1.0239,1.0239,1.70%,场内买入,场内卖出,159869,2021-03-05
45,1.0068,1.0068,,场内买入,场内卖出,159869,2021-03-04
46,0.9993,0.9993,-0.07%,场内买入,场内卖出,159869,2021-02-26
47,1.0000,1.0000,,场内买入,场内卖出,159869,2021-02-25
