,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,0.5295,1.8200%,开放申购,开放赎回,,000580,2021-04-30
2,0.5101,1.7890%,开放申购,开放赎回,,000580,2021-04-29
3,0.5011,1.7710%,开放申购,开放赎回,,000580,2021-04-28
4,0.4883,1.7590%,开放申购,开放赎回,,000580,2021-04-27
5,0.4959,1.7450%,开放申购,开放赎回,,000580,2021-04-26
6,0.9351,1.7140%,开放申购,开放赎回,,000580,2021-04-25
7,0.4703,1.7050%,开放申购,开放赎回,,000580,2021-04-23
8,0.4756,1.6980%,开放申购,开放赎回,,000580,2021-04-22
9,0.4791,1.6910%,开放申购,开放赎回,,000580,2021-04-21
10,0.4622,1.6800%,开放申购,开放赎回,,000580,2021-04-20
12,0.4372,1.6770%,开放申购,开放赎回,,000580,2021-04-19
13,0.9176,1.6950%,开放申购,开放赎回,,000580,2021-04-18
14,0.4582,1.6600%,开放申购,开放赎回,,000580,2021-04-16
15,0.4610,1.6490%,开放申购,开放赎回,,000580,2021-04-15
16,0.4597,1.6700%,开放申购,开放赎回,,000580,2021-04-14
17,0.4565,1.6940%,开放申购,开放赎回,,000580,2021-04-13
18,0.4698,1.7210%,开放申购,开放赎回,,000580,2021-04-12
19,0.8520,1.7580%,开放申购,开放赎回,,000580,2021-04-11
20,0.4380,1.8770%,开放申购,开放赎回,,000580,2021-04-09
21,0.4995,1.9300%,开放申购,开放赎回,,000580,2021-04-08
23,0.5061,1.9610%,开放申购,开放赎回,,000580,2021-04-07
24,0.5075,1.9890%,开放申购,开放赎回,,000580,2021-04-06
25,1.6150,2.0170%,开放申购,开放赎回,,000580,2021-04-05
26,0.5391,2.0240%,开放申购,开放赎回,,000580,2021-04-02
27,0.5573,2.0290%,开放申购,开放赎回,,000580,2021-04-01
28,0.5580,2.0180%,开放申购,开放赎回,,000580,2021-03-31
29,0.5601,1.9890%,开放申购,开放赎回,,000580,2021-03-30
30,0.5305,1.9620%,开放申购,开放赎回,,000580,2021-03-29
31,1.0974,1.9570%,开放申购,开放赎回,,000580,2021-03-28
32,0.5482,1.9290%,开放申购,开放赎回,,000580,2021-03-26
34,0.5378,1.9140%,开放申购,开放赎回,,000580,2021-03-25
35,0.5038,1.9030%,开放申购,开放赎回,,000580,2021-03-24
36,0.5095,1.9100%,开放申购,开放赎回,,000580,2021-03-23
37,0.5205,1.9130%,开放申购,开放赎回,,000580,2021-03-22
38,1.0436,1.9070%,开放申购,开放赎回,,000580,2021-03-21
39,0.5212,1.8820%,开放申购,开放赎回,,000580,2021-03-19
40,0.5162,1.8710%,开放申购,开放赎回,,000580,2021-03-18
41,0.5168,1.8600%,开放申购,开放赎回,,000580,2021-03-17
42,0.5152,1.8530%,开放申购,开放赎回,,000580,2021-03-16
43,0.5096,1.8490%,开放申购,开放赎回,,000580,2021-03-15
45,0.9978,1.8420%,开放申购,开放赎回,,000580,2021-03-14
46,0.5001,1.8380%,开放申购,开放赎回,,000580,2021-03-12
47,0.4944,1.8350%,开放申购,开放赎回,,000580,2021-03-11
48,0.5049,1.8410%,开放申购,开放赎回,,000580,2021-03-10
49,0.5075,1.8560%,开放申购,开放赎回,,000580,2021-03-09
50,0.4956,1.8700%,开放申购,开放赎回,,000580,2021-03-08
51,0.9910,1.8890%,开放申购,开放赎回,,000580,2021-03-07
52,0.4948,1.9300%,开放申购,开放赎回,,000580,2021-03-05
53,0.5049,1.9510%,开放申购,开放赎回,,000580,2021-03-04
54,0.5328,1.9600%,开放申购,开放赎回,,000580,2021-03-03
56,0.5343,1.9590%,开放申购,开放赎回,,000580,2021-03-02
57,0.5317,1.9500%,开放申购,开放赎回,,000580,2021-03-01
58,1.0674,1.9380%,开放申购,开放赎回,,000580,2021-02-28
59,0.5346,1.9240%,开放申购,开放赎回,,000580,2021-02-26
60,0.5226,1.9140%,开放申购,开放赎回,,000580,2021-02-25
61,0.5308,1.9270%,开放申购,开放赎回,,000580,2021-02-24
62,0.5167,1.9450%,开放申购,开放赎回,,000580,2021-02-23
63,0.5087,1.9700%,开放申购,开放赎回,,000580,2021-02-22
64,1.0405,2.0000%,开放申购,开放赎回,,000580,2021-02-21
65,0.5167,2.0460%,开放申购,开放赎回,,000580,2021-02-19
67,0.5472,2.0720%,开放申购,开放赎回,,000580,2021-02-18
68,3.9493,2.0810%,开放申购,开放赎回,,000580,2021-02-17
69,0.5641,2.0960%,开放申购,开放赎回,,000580,2021-02-10
70,0.5658,2.1630%,开放申购,开放赎回,,000580,2021-02-09
