,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.7208,2.1838,-0.18%,限制大额申购,开放赎回,004008,2021-04-30
2,1.7239,2.1869,0.31%,限制大额申购,开放赎回,004008,2021-04-29
3,1.7185,2.1815,0.20%,限制大额申购,开放赎回,004008,2021-04-28
4,1.7150,2.1780,0.12%,限制大额申购,开放赎回,004008,2021-04-27
5,1.7129,2.1759,-0.33%,限制大额申购,开放赎回,004008,2021-04-26
6,1.7185,2.1815,0.41%,限制大额申购,开放赎回,004008,2021-04-23
7,1.7114,2.1744,-0.01%,限制大额申购,开放赎回,004008,2021-04-22
8,1.7116,2.1746,0.15%,限制大额申购,开放赎回,004008,2021-04-21
9,1.7090,2.1720,-0.03%,限制大额申购,开放赎回,004008,2021-04-20
10,1.7095,2.1725,0.83%,限制大额申购,开放赎回,004008,2021-04-19
12,1.6955,2.1585,0.09%,限制大额申购,开放赎回,004008,2021-04-16
13,1.6940,2.1570,-0.18%,限制大额申购,开放赎回,004008,2021-04-15
14,1.6970,2.1600,0.30%,限制大额申购,开放赎回,004008,2021-04-14
15,1.6920,2.1550,0.04%,限制大额申购,开放赎回,004008,2021-04-13
16,1.6913,2.1543,-0.45%,限制大额申购,开放赎回,004008,2021-04-12
17,1.6990,2.1620,-0.44%,限制大额申购,开放赎回,004008,2021-04-09
18,1.7065,2.1695,0.08%,限制大额申购,开放赎回,004008,2021-04-08
19,1.7051,2.1681,-0.32%,限制大额申购,开放赎回,004008,2021-04-07
20,1.7106,2.1736,-0.18%,限制大额申购,开放赎回,004008,2021-04-06
21,1.7136,2.1766,0.34%,限制大额申购,开放赎回,004008,2021-04-02
23,1.7078,2.1708,0.46%,限制大额申购,开放赎回,004008,2021-04-01
24,1.6999,2.1629,-0.26%,限制大额申购,开放赎回,004008,2021-03-31
25,1.7044,2.1674,0.36%,限制大额申购,开放赎回,004008,2021-03-30
26,1.6983,2.1613,0.11%,限制大额申购,开放赎回,004008,2021-03-29
27,1.6965,2.1595,0.74%,限制大额申购,开放赎回,004008,2021-03-26
28,1.6841,2.1471,0.07%,限制大额申购,开放赎回,004008,2021-03-25
29,1.6829,2.1459,-0.40%,限制大额申购,开放赎回,004008,2021-03-24
30,1.6896,2.1526,-0.23%,限制大额申购,开放赎回,004008,2021-03-23
31,1.6935,2.1565,0.26%,限制大额申购,开放赎回,004008,2021-03-22
32,1.6891,2.1521,-0.89%,限制大额申购,开放赎回,004008,2021-03-19
34,1.7042,2.1672,0.29%,限制大额申购,开放赎回,004008,2021-03-18
35,1.6992,2.1622,0.18%,限制大额申购,开放赎回,004008,2021-03-17
36,1.6961,2.1591,0.34%,限制大额申购,开放赎回,004008,2021-03-16
37,1.6904,2.1534,-0.80%,限制大额申购,开放赎回,004008,2021-03-15
38,1.7040,2.1670,0.08%,限制大额申购,开放赎回,004008,2021-03-12
39,1.7027,2.1657,0.76%,限制大额申购,开放赎回,004008,2021-03-11
40,1.6898,2.1528,0.28%,限制大额申购,开放赎回,004008,2021-03-10
41,1.6850,2.1480,-0.64%,限制大额申购,开放赎回,004008,2021-03-09
42,1.6958,2.1588,-1.18%,限制大额申购,开放赎回,004008,2021-03-08
43,1.7160,2.1790,-0.11%,限制大额申购,开放赎回,004008,2021-03-05
45,1.7179,2.1809,-1.09%,限制大额申购,开放赎回,004008,2021-03-04
46,1.7369,2.1999,0.74%,限制大额申购,开放赎回,004008,2021-03-03
47,1.7242,2.1872,-0.39%,限制大额申购,开放赎回,004008,2021-03-02
48,1.7310,2.1940,0.52%,限制大额申购,开放赎回,004008,2021-03-01
49,1.7221,2.1851,-0.75%,限制大额申购,开放赎回,004008,2021-02-26
50,1.7352,2.1982,0.25%,限制大额申购,开放赎回,004008,2021-02-25
51,1.7309,2.1939,-0.86%,限制大额申购,开放赎回,004008,2021-02-24
52,1.7460,2.2090,0.00%,限制大额申购,开放赎回,004008,2021-02-23
53,1.7460,2.2090,-1.27%,限制大额申购,开放赎回,004008,2021-02-22
54,1.7684,2.2314,0.02%,限制大额申购,开放赎回,004008,2021-02-19
56,1.7680,2.2310,-0.44%,限制大额申购,开放赎回,004008,2021-02-18
57,1.7759,2.2389,0.83%,限制大额申购,开放赎回,004008,2021-02-10
58,1.7613,2.2243,0.75%,限制大额申购,开放赎回,004008,2021-02-09
59,1.7482,2.2112,0.53%,限制大额申购,开放赎回,004008,2021-02-08
60,1.7389,2.2019,0.13%,限制大额申购,开放赎回,004008,2021-02-05
61,1.7367,2.1997,0.02%,限制大额申购,开放赎回,004008,2021-02-04
62,1.7364,2.1994,-0.01%,限制大额申购,开放赎回,004008,2021-02-03
63,1.7366,2.1996,0.52%,限制大额申购,开放赎回,004008,2021-02-02
64,1.7276,2.1906,0.48%,限制大额申购,开放赎回,004008,2021-02-01
65,1.7193,2.1823,-0.21%,限制大额申购,开放赎回,004008,2021-01-29
67,1.7230,2.1860,-1.09%,限制大额申购,开放赎回,004008,2021-01-28
68,1.7420,2.2050,0.05%,限制大额申购,开放赎回,004008,2021-01-27
69,1.7412,2.2042,-0.72%,限制大额申购,开放赎回,004008,2021-01-26
70,1.7538,2.2168,0.49%,限制大额申购,开放赎回,004008,2021-01-25
71,1.7452,2.2082,0.24%,限制大额申购,开放赎回,004008,2021-01-22
72,1.7411,2.2041,0.53%,限制大额申购,开放赎回,004008,2021-01-21
73,1.7320,2.1950,0.21%,限制大额申购,开放赎回,004008,2021-01-20
74,1.7283,2.1913,-0.66%,限制大额申购,开放赎回,004008,2021-01-19
75,1.7397,2.2027,0.31%,限制大额申购,开放赎回,004008,2021-01-18
76,1.7344,2.1974,0.02%,限制大额申购,开放赎回,004008,2021-01-15
78,1.7340,2.1970,-0.80%,限制大额申购,开放赎回,004008,2021-01-14
79,1.7480,2.2110,-0.19%,限制大额申购,开放赎回,004008,2021-01-13
80,1.7513,2.2143,1.20%,限制大额申购,开放赎回,004008,2021-01-12
81,1.7305,2.1935,-0.30%,限制大额申购,开放赎回,004008,2021-01-11
82,1.7357,2.1987,-0.07%,限制大额申购,开放赎回,004008,2021-01-08
83,1.7370,2.2000,0.81%,限制大额申购,开放赎回,004008,2021-01-07
84,1.7230,2.1860,0.41%,限制大额申购,开放赎回,004008,2021-01-06
85,1.7159,2.1789,0.62%,限制大额申购,开放赎回,004008,2021-01-05
86,1.7054,2.1684,0.39%,限制大额申购,开放赎回,004008,2021-01-04
