,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,3.2252,3.2252,0.87%,开放申购,开放赎回,005744,2021-04-30
2,3.1973,3.1973,0.26%,开放申购,开放赎回,005744,2021-04-29
3,3.1889,3.1889,1.71%,开放申购,开放赎回,005744,2021-04-28
4,3.1352,3.1352,0.16%,开放申购,开放赎回,005744,2021-04-27
5,3.1301,3.1301,-0.30%,开放申购,开放赎回,005744,2021-04-26
6,3.1394,3.1394,1.39%,开放申购,开放赎回,005744,2021-04-23
7,3.0963,3.0963,0.95%,开放申购,开放赎回,005744,2021-04-22
8,3.0672,3.0672,-0.12%,开放申购,开放赎回,005744,2021-04-21
9,3.0708,3.0708,-0.19%,开放申购,开放赎回,005744,2021-04-20
10,3.0765,3.0765,3.36%,开放申购,开放赎回,005744,2021-04-19
12,2.9765,2.9765,0.70%,开放申购,开放赎回,005744,2021-04-16
13,2.9557,2.9557,-0.93%,开放申购,开放赎回,005744,2021-04-15
14,2.9833,2.9833,1.93%,开放申购,开放赎回,005744,2021-04-14
15,2.9268,2.9268,0.05%,开放申购,开放赎回,005744,2021-04-13
16,2.9252,2.9252,-2.48%,开放申购,开放赎回,005744,2021-04-12
17,2.9997,2.9997,-1.41%,开放申购,开放赎回,005744,2021-04-09
18,3.0426,3.0426,0.59%,开放申购,开放赎回,005744,2021-04-08
19,3.0249,3.0249,-0.55%,开放申购,开放赎回,005744,2021-04-07
20,3.0417,3.0417,0.87%,开放申购,开放赎回,005744,2021-04-06
21,3.0155,3.0155,1.52%,开放申购,开放赎回,005744,2021-04-02
23,2.9704,2.9704,1.47%,开放申购,开放赎回,005744,2021-04-01
24,2.9273,2.9273,-0.50%,开放申购,开放赎回,005744,2021-03-31
25,2.9420,2.9420,0.04%,开放申购,开放赎回,005744,2021-03-30
26,2.9409,2.9409,0.16%,开放申购,开放赎回,005744,2021-03-29
27,2.9362,2.9362,3.30%,开放申购,开放赎回,005744,2021-03-26
28,2.8423,2.8423,0.37%,开放申购,开放赎回,005744,2021-03-25
29,2.8318,2.8318,-2.53%,开放申购,开放赎回,005744,2021-03-24
30,2.9054,2.9054,-1.77%,开放申购,开放赎回,005744,2021-03-23
31,2.9579,2.9579,1.28%,开放申购,开放赎回,005744,2021-03-22
32,2.9206,2.9206,-2.46%,开放申购,开放赎回,005744,2021-03-19
34,2.9943,2.9943,1.22%,开放申购,开放赎回,005744,2021-03-18
35,2.9582,2.9582,1.52%,开放申购,开放赎回,005744,2021-03-17
36,2.9138,2.9138,0.25%,开放申购,开放赎回,005744,2021-03-16
37,2.9066,2.9066,-2.17%,开放申购,开放赎回,005744,2021-03-15
38,2.9711,2.9711,0.15%,开放申购,开放赎回,005744,2021-03-12
39,2.9667,2.9667,2.59%,开放申购,开放赎回,005744,2021-03-11
40,2.8919,2.8919,1.59%,开放申购,开放赎回,005744,2021-03-10
41,2.8467,2.8467,-1.84%,开放申购,开放赎回,005744,2021-03-09
42,2.9002,2.9002,-3.95%,开放申购,开放赎回,005744,2021-03-08
43,3.0196,3.0196,-0.54%,开放申购,开放赎回,005744,2021-03-05
