,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,3.5767,3.5767,-0.22%,开放申购,开放赎回,400025,2021-04-30
2,3.5846,3.5846,-0.22%,开放申购,开放赎回,400025,2021-04-29
3,3.5925,3.5925,1.41%,开放申购,开放赎回,400025,2021-04-28
4,3.5425,3.5425,1.34%,开放申购,开放赎回,400025,2021-04-27
5,3.4958,3.4958,0.34%,开放申购,开放赎回,400025,2021-04-26
6,3.4840,3.4840,1.05%,开放申购,开放赎回,400025,2021-04-23
7,3.4477,3.4477,-0.65%,开放申购,开放赎回,400025,2021-04-22
8,3.4702,3.4702,1.56%,开放申购,开放赎回,400025,2021-04-21
9,3.4168,3.4168,0.75%,开放申购,开放赎回,400025,2021-04-20
10,3.3913,3.3913,3.04%,开放申购,开放赎回,400025,2021-04-19
12,3.2912,3.2912,0.19%,开放申购,开放赎回,400025,2021-04-16
13,3.2851,3.2851,-1.02%,开放申购,开放赎回,400025,2021-04-15
14,3.3190,3.3190,0.96%,开放申购,开放赎回,400025,2021-04-14
15,3.2874,3.2874,0.08%,开放申购,开放赎回,400025,2021-04-13
16,3.2848,3.2848,-1.55%,开放申购,开放赎回,400025,2021-04-12
17,3.3364,3.3364,-1.33%,开放申购,开放赎回,400025,2021-04-09
18,3.3815,3.3815,1.18%,开放申购,开放赎回,400025,2021-04-08
19,3.3419,3.3419,-1.80%,开放申购,开放赎回,400025,2021-04-07
20,3.4032,3.4032,-0.66%,开放申购,开放赎回,400025,2021-04-06
21,3.4257,3.4257,2.26%,开放申购,开放赎回,400025,2021-04-02
23,3.3501,3.3501,2.07%,开放申购,开放赎回,400025,2021-04-01
24,3.2822,3.2822,-0.98%,开放申购,开放赎回,400025,2021-03-31
25,3.3146,3.3146,1.44%,开放申购,开放赎回,400025,2021-03-30
26,3.2677,3.2677,0.92%,开放申购,开放赎回,400025,2021-03-29
27,3.2380,3.2380,2.83%,开放申购,开放赎回,400025,2021-03-26
28,3.1488,3.1488,0.59%,开放申购,开放赎回,400025,2021-03-25
29,3.1304,3.1304,-1.17%,开放申购,开放赎回,400025,2021-03-24
30,3.1676,3.1676,-0.42%,开放申购,开放赎回,400025,2021-03-23
31,3.1810,3.1810,0.43%,开放申购,开放赎回,400025,2021-03-22
32,3.1673,3.1673,-2.75%,开放申购,开放赎回,400025,2021-03-19
34,3.2570,3.2570,1.42%,开放申购,开放赎回,400025,2021-03-18
35,3.2113,3.2113,0.21%,开放申购,开放赎回,400025,2021-03-17
36,3.2047,3.2047,1.88%,开放申购,开放赎回,400025,2021-03-16
37,3.1455,3.1455,-2.91%,开放申购,开放赎回,400025,2021-03-15
38,3.2399,3.2399,0.17%,开放申购,开放赎回,400025,2021-03-12
39,3.2345,3.2345,3.21%,开放申购,开放赎回,400025,2021-03-11
40,3.1338,3.1338,2.61%,开放申购,开放赎回,400025,2021-03-10
41,3.0542,3.0542,-2.08%,开放申购,开放赎回,400025,2021-03-09
42,3.1190,3.1190,-5.48%,开放申购,开放赎回,400025,2021-03-08
43,3.2999,3.2999,0.52%,开放申购,开放赎回,400025,2021-03-05
45,3.2828,3.2828,-4.51%,开放申购,开放赎回,400025,2021-03-04
46,3.4379,3.4379,2.11%,开放申购,开放赎回,400025,2021-03-03
47,3.3670,3.3670,-2.21%,开放申购,开放赎回,400025,2021-03-02
48,3.4431,3.4431,0.83%,开放申购,开放赎回,400025,2021-03-01
49,3.4146,3.4146,-3.30%,开放申购,开放赎回,400025,2021-02-26
50,3.5310,3.5310,-0.17%,开放申购,开放赎回,400025,2021-02-25
51,3.5371,3.5371,-5.41%,开放申购,开放赎回,400025,2021-02-24
52,3.7395,3.7395,-0.77%,开放申购,开放赎回,400025,2021-02-23
53,3.7685,3.7685,-6.65%,开放申购,开放赎回,400025,2021-02-22
54,4.0371,4.0371,-0.42%,开放申购,开放赎回,400025,2021-02-19
56,4.0540,4.0540,-4.01%,开放申购,开放赎回,400025,2021-02-18
57,4.2232,4.2232,3.28%,开放申购,开放赎回,400025,2021-02-10
58,4.0892,4.0892,2.20%,开放申购,开放赎回,400025,2021-02-09
59,4.0011,4.0011,0.68%,开放申购,开放赎回,400025,2021-02-08
60,3.9740,3.9740,1.25%,开放申购,开放赎回,400025,2021-02-05
