,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.0379,1.0797,-0.16%,限制大额申购,开放赎回,009818,2021-04-30
2,1.0396,1.0814,0.44%,限制大额申购,开放赎回,009818,2021-04-29
3,1.0350,1.0768,0.31%,开放申购,开放赎回,009818,2021-04-28
4,1.0318,1.0736,0.10%,开放申购,开放赎回,009818,2021-04-27
5,1.0308,1.0726,-0.40%,开放申购,开放赎回,009818,2021-04-26
6,1.0349,1.0767,0.26%,开放申购,开放赎回,009818,2021-04-23
7,1.0322,1.0740,-0.03%,开放申购,开放赎回,009818,2021-04-22
8,1.0325,1.0743,0.26%,开放申购,开放赎回,009818,2021-04-21
9,1.0298,1.0716,0.01%,开放申购,开放赎回,009818,2021-04-20
10,1.0297,1.0715,1.07%,开放申购,开放赎回,009818,2021-04-19
12,1.0188,1.0606,0.06%,开放申购,开放赎回,009818,2021-04-16
13,1.0182,1.0600,-0.16%,开放申购,开放赎回,009818,2021-04-15
14,1.0198,1.0616,0.46%,开放申购,开放赎回,009818,2021-04-14
15,1.0151,1.0569,0.02%,开放申购,开放赎回,009818,2021-04-13
16,1.0149,1.0567,-0.70%,开放申购,开放赎回,009818,2021-04-12
17,1.0221,1.0639,-0.57%,开放申购,开放赎回,009818,2021-04-09
18,1.0280,1.0698,0.08%,限制大额申购,开放赎回,009818,2021-04-08
19,1.0689,1.0689,-0.37%,限制大额申购,开放赎回,009818,2021-04-07
20,1.0729,1.0729,-0.11%,限制大额申购,开放赎回,009818,2021-04-06
21,1.0741,1.0741,0.30%,限制大额申购,开放赎回,009818,2021-04-02
23,1.0709,1.0709,0.55%,限制大额申购,开放赎回,009818,2021-04-01
24,1.0650,1.0650,-0.40%,限制大额申购,开放赎回,009818,2021-03-31
25,1.0693,1.0693,0.47%,限制大额申购,开放赎回,009818,2021-03-30
26,1.0643,1.0643,0.24%,限制大额申购,开放赎回,009818,2021-03-29
27,1.0617,1.0617,0.94%,限制大额申购,开放赎回,009818,2021-03-26
28,1.0518,1.0518,0.02%,限制大额申购,开放赎回,009818,2021-03-25
29,1.0516,1.0516,-0.62%,限制大额申购,开放赎回,009818,2021-03-24
30,1.0582,1.0582,-0.53%,限制大额申购,开放赎回,009818,2021-03-23
31,1.0638,1.0638,0.40%,限制大额申购,开放赎回,009818,2021-03-22
32,1.0596,1.0596,-1.18%,限制大额申购,开放赎回,009818,2021-03-19
34,1.0722,1.0722,0.42%,开放申购,开放赎回,009818,2021-03-18
35,1.0677,1.0677,0.21%,开放申购,开放赎回,009818,2021-03-17
36,1.0655,1.0655,0.41%,开放申购,开放赎回,009818,2021-03-16
37,1.0611,1.0611,-0.79%,开放申购,开放赎回,009818,2021-03-15
38,1.0696,1.0696,0.17%,开放申购,开放赎回,009818,2021-03-12
39,1.0678,1.0678,1.29%,开放申购,开放赎回,009818,2021-03-11
40,1.0542,1.0542,0.16%,开放申购,开放赎回,009818,2021-03-10
41,1.0525,1.0525,-0.86%,开放申购,开放赎回,009818,2021-03-09
42,1.0616,1.0616,-1.38%,开放申购,开放赎回,009818,2021-03-08
43,1.0765,1.0765,-0.34%,开放申购,开放赎回,009818,2021-03-05
45,1.0802,1.0802,-1.26%,开放申购,开放赎回,009818,2021-03-04
46,1.0940,1.0940,1.08%,开放申购,开放赎回,009818,2021-03-03
47,1.0823,1.0823,-0.46%,开放申购,开放赎回,009818,2021-03-02
48,1.0873,1.0873,0.78%,开放申购,开放赎回,009818,2021-03-01
49,1.0789,1.0789,-1.08%,开放申购,开放赎回,009818,2021-02-26
50,1.0907,1.0907,0.43%,开放申购,开放赎回,009818,2021-02-25
51,1.0860,1.0860,-1.07%,开放申购,开放赎回,009818,2021-02-24
52,1.0978,1.0978,0.10%,开放申购,开放赎回,009818,2021-02-23
53,1.0967,1.0967,-1.30%,开放申购,开放赎回,009818,2021-02-22
54,1.1112,1.1112,0.19%,开放申购,开放赎回,009818,2021-02-19
56,1.1091,1.1091,0.01%,开放申购,开放赎回,009818,2021-02-18
57,1.1090,1.1090,0.85%,开放申购,开放赎回,009818,2021-02-10
58,1.0997,1.0997,1.04%,开放申购,开放赎回,009818,2021-02-09
59,1.0884,1.0884,0.54%,开放申购,开放赎回,009818,2021-02-08
60,1.0826,1.0826,0.11%,开放申购,开放赎回,009818,2021-02-05
61,1.0814,1.0814,-0.13%,开放申购,开放赎回,009818,2021-02-04
62,1.0828,1.0828,-0.03%,开放申购,开放赎回,009818,2021-02-03
63,1.0831,1.0831,0.68%,开放申购,开放赎回,009818,2021-02-02
64,1.0758,1.0758,0.72%,开放申购,开放赎回,009818,2021-02-01
65,1.0681,1.0681,-0.30%,开放申购,开放赎回,009818,2021-01-29
67,1.0713,1.0713,-1.36%,开放申购,开放赎回,009818,2021-01-28
68,1.0861,1.0861,0.18%,开放申购,开放赎回,009818,2021-01-27
69,1.0842,1.0842,-0.97%,开放申购,开放赎回,009818,2021-01-26
70,1.0948,1.0948,0.43%,开放申购,开放赎回,009818,2021-01-25
71,1.0901,1.0901,0.22%,开放申购,开放赎回,009818,2021-01-22
72,1.0877,1.0877,0.61%,开放申购,开放赎回,009818,2021-01-21
73,1.0811,1.0811,0.27%,开放申购,开放赎回,009818,2021-01-20
74,1.0782,1.0782,-0.57%,开放申购,开放赎回,009818,2021-01-19
75,1.0844,1.0844,0.66%,开放申购,开放赎回,009818,2021-01-18
76,1.0773,1.0773,0.07%,开放申购,开放赎回,009818,2021-01-15
78,1.0765,1.0765,-0.93%,开放申购,开放赎回,009818,2021-01-14
79,1.0866,1.0866,-0.17%,开放申购,开放赎回,009818,2021-01-13
80,1.0884,1.0884,1.51%,开放申购,开放赎回,009818,2021-01-12
81,1.0722,1.0722,-0.45%,开放申购,开放赎回,009818,2021-01-11
82,1.0771,1.0771,-0.10%,开放申购,开放赎回,009818,2021-01-08
83,1.0782,1.0782,0.93%,开放申购,开放赎回,009818,2021-01-07
84,1.0683,1.0683,0.56%,开放申购,开放赎回,009818,2021-01-06
85,1.0623,1.0623,0.92%,开放申购,开放赎回,009818,2021-01-05
86,1.0526,1.0526,0.65%,开放申购,开放赎回,009818,2021-01-04
