,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,0.5771,2.1260%,开放申购,开放赎回,,519801,2021-04-30
2,0.5681,2.1280%,开放申购,开放赎回,,519801,2021-04-29
3,0.5756,2.1300%,开放申购,开放赎回,,519801,2021-04-28
4,0.5691,2.1260%,开放申购,开放赎回,,519801,2021-04-27
5,0.5791,2.1260%,开放申购,开放赎回,,519801,2021-04-26
6,1.1649,2.1200%,开放申购,开放赎回,,519801,2021-04-25
7,0.5824,2.1100%,开放申购,开放赎回,,519801,2021-04-23
8,0.5717,2.1050%,开放申购,开放赎回,,519801,2021-04-22
9,0.5672,2.0890%,开放申购,开放赎回,,519801,2021-04-21
10,0.5694,2.0870%,开放申购,开放赎回,,519801,2021-04-20
12,0.5683,2.0760%,开放申购,开放赎回,,519801,2021-04-19
13,1.1459,2.0730%,开放申购,开放赎回,,519801,2021-04-18
14,0.5721,2.0760%,开放申购,开放赎回,,519801,2021-04-16
15,0.5415,2.0710%,开放申购,开放赎回,,519801,2021-04-15
16,0.5641,2.0820%,开放申购,开放赎回,,519801,2021-04-14
17,0.5483,2.0770%,开放申购,开放赎回,,519801,2021-04-13
18,0.5627,2.0860%,开放申购,开放赎回,,519801,2021-04-12
19,1.1520,2.1080%,开放申购,开放赎回,,519801,2021-04-11
20,0.5622,2.1400%,开放申购,开放赎回,,519801,2021-04-09
21,0.5628,2.1590%,开放申购,开放赎回,,519801,2021-04-08
23,0.5555,2.1840%,开放申购,开放赎回,,519801,2021-04-07
24,0.5635,2.2130%,开放申购,开放赎回,,519801,2021-04-06
25,1.8166,2.2330%,开放申购,开放赎回,,519801,2021-04-05
26,0.5992,2.2350%,开放申购,开放赎回,,519801,2021-04-02
27,0.6083,2.2310%,开放申购,开放赎回,,519801,2021-04-01
28,0.6107,2.2230%,开放申购,开放赎回,,519801,2021-03-31
29,0.6000,2.2090%,开放申购,开放赎回,,519801,2021-03-30
30,0.6084,2.1990%,开放申购,开放赎回,,519801,2021-03-29
31,1.2127,2.1850%,开放申购,开放赎回,,519801,2021-03-28
32,0.5924,2.1690%,开放申购,开放赎回,,519801,2021-03-26
34,0.5916,2.1620%,开放申购,开放赎回,,519801,2021-03-25
35,0.5855,2.1560%,开放申购,开放赎回,,519801,2021-03-24
36,0.5807,2.1550%,开放申购,开放赎回,,519801,2021-03-23
37,0.5817,2.1220%,开放申购,开放赎回,,519801,2021-03-22
38,1.1838,2.1070%,开放申购,开放赎回,,519801,2021-03-21
39,0.5784,2.0810%,开放申购,开放赎回,,519801,2021-03-19
40,0.5807,2.0680%,开放申购,开放赎回,,519801,2021-03-18
41,0.5834,2.0550%,开放申购,开放赎回,,519801,2021-03-17
42,0.5197,2.0450%,开放申购,开放赎回,,519801,2021-03-16
43,0.5532,2.0710%,开放申购,开放赎回,,519801,2021-03-15
45,1.1344,2.0850%,开放申购,开放赎回,,519801,2021-03-14
46,0.5541,2.0910%,开放申购,开放赎回,,519801,2021-03-12
47,0.5573,2.0940%,开放申购,开放赎回,,519801,2021-03-11
48,0.5641,2.0970%,开放申购,开放赎回,,519801,2021-03-10
49,0.5689,2.0810%,开放申购,开放赎回,,519801,2021-03-09
50,0.5783,2.0600%,开放申购,开放赎回,,519801,2021-03-08
51,1.1463,2.0630%,开放申购,开放赎回,,519801,2021-03-07
52,0.5602,2.0920%,开放申购,开放赎回,,519801,2021-03-05
53,0.5622,2.1000%,开放申购,开放赎回,,519801,2021-03-04
54,0.5335,2.1210%,开放申购,开放赎回,,519801,2021-03-03
56,0.5307,2.1600%,开放申购,开放赎回,,519801,2021-03-02
57,0.5836,2.1870%,开放申购,开放赎回,,519801,2021-03-01
58,1.2007,2.1730%,开放申购,开放赎回,,519801,2021-02-28
59,0.5747,2.2310%,开放申购,开放赎回,,519801,2021-02-26
60,0.6018,2.2670%,开放申购,开放赎回,,519801,2021-02-25
61,0.6069,2.2750%,开放申购,开放赎回,,519801,2021-02-24
62,0.5809,2.3150%,开放申购,开放赎回,,519801,2021-02-23
63,0.5577,2.3680%,开放申购,开放赎回,,519801,2021-02-22
64,1.3096,2.4350%,开放申购,开放赎回,,519801,2021-02-21
65,0.6415,2.4630%,开放申购,开放赎回,,519801,2021-02-19
67,0.6174,2.4850%,开放申购,开放赎回,,519801,2021-02-18
68,4.7710,2.5190%,开放申购,开放赎回,,519801,2021-02-17
69,0.6767,2.4930%,开放申购,开放赎回,,519801,2021-02-10
70,0.6711,2.4890%,开放申购,开放赎回,,519801,2021-02-09
71,0.6785,2.5020%,开放申购,开放赎回,,519801,2021-02-08
72,1.3600,2.5290%,开放申购,开放赎回,,519801,2021-02-07
73,0.6697,2.5930%,开放申购,开放赎回,,519801,2021-02-05
74,0.6675,2.6280%,开放申购,开放赎回,,519801,2021-02-04
75,0.6689,2.6070%,开放申购,开放赎回,,519801,2021-02-03
76,0.6954,2.6070%,开放申购,开放赎回,,519801,2021-02-02
78,0.7289,2.5830%,开放申购,开放赎回,,519801,2021-02-01
79,1.4793,2.5440%,开放申购,开放赎回,,519801,2021-01-31
80,0.7343,2.4050%,开放申购,开放赎回,,519801,2021-01-29
81,0.6289,2.3380%,开放申购,开放赎回,,519801,2021-01-28
82,0.6688,2.3520%,开放申购,开放赎回,,519801,2021-01-27
83,0.6509,2.3200%,开放申购,开放赎回,,519801,2021-01-26
84,0.6566,2.3070%,开放申购,开放赎回,,519801,2021-01-25
85,1.2185,2.2720%,开放申购,开放赎回,,519801,2021-01-24
86,0.6092,2.2820%,开放申购,开放赎回,,519801,2021-01-22
87,0.6539,2.2860%,开放申购,开放赎回,,519801,2021-01-21
89,0.6091,2.2620%,开放申购,开放赎回,,519801,2021-01-20
90,0.6269,2.2620%,开放申购,开放赎回,,519801,2021-01-19
91,0.5918,2.2480%,开放申购,开放赎回,,519801,2021-01-18
92,1.2362,2.2510%,开放申购,开放赎回,,519801,2021-01-17
93,0.6170,2.2490%,开放申购,开放赎回,,519801,2021-01-15
94,0.6081,2.2420%,开放申购,开放赎回,,519801,2021-01-14
95,0.6091,2.2360%,开放申购,开放赎回,,519801,2021-01-13
96,0.6008,2.2250%,开放申购,开放赎回,,519801,2021-01-12
97,0.5976,2.2430%,开放申购,开放赎回,,519801,2021-01-11
98,1.2329,2.3110%,开放申购,开放赎回,,519801,2021-01-10
100,0.6032,2.4060%,开放申购,开放赎回,,519801,2021-01-08
101,0.5971,2.4600%,开放申购,开放赎回,,519801,2021-01-07
102,0.5894,2.5170%,开放申购,开放赎回,,519801,2021-01-06
103,0.6350,2.6010%,开放申购,开放赎回,,519801,2021-01-05
104,0.7247,2.6590%,开放申购,开放赎回,,519801,2021-01-04
105,2.1145,2.6560%,开放申购,开放赎回,,519801,2021-01-03
