,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.1787,1.3887,0.12%,开放申购,开放赎回,003361,2021-04-30
2,1.1773,1.3873,0.03%,开放申购,开放赎回,003361,2021-04-29
3,1.1770,1.3870,0.11%,开放申购,开放赎回,003361,2021-04-28
4,1.1757,1.3857,0.18%,开放申购,开放赎回,003361,2021-04-27
5,1.1736,1.3836,-0.21%,开放申购,开放赎回,003361,2021-04-26
6,1.1761,1.3861,0.25%,开放申购,开放赎回,003361,2021-04-23
7,1.1732,1.3832,-0.04%,开放申购,开放赎回,003361,2021-04-22
8,1.1737,1.3837,0.07%,开放申购,开放赎回,003361,2021-04-21
9,1.1729,1.3829,0.07%,开放申购,开放赎回,003361,2021-04-20
10,1.1721,1.3821,0.37%,开放申购,开放赎回,003361,2021-04-19
12,1.1678,1.3778,0.06%,开放申购,开放赎回,003361,2021-04-16
13,1.1671,1.3771,-0.12%,开放申购,开放赎回,003361,2021-04-15
14,1.1685,1.3785,0.22%,开放申购,开放赎回,003361,2021-04-14
15,1.1659,1.3759,0.09%,开放申购,开放赎回,003361,2021-04-13
16,1.1648,1.3748,-0.27%,开放申购,开放赎回,003361,2021-04-12
17,1.1679,1.3779,-0.17%,开放申购,开放赎回,003361,2021-04-09
18,1.1699,1.3799,0.08%,开放申购,开放赎回,003361,2021-04-08
19,1.1690,1.3790,-0.13%,开放申购,开放赎回,003361,2021-04-07
20,1.1705,1.3805,-0.12%,开放申购,开放赎回,003361,2021-04-06
21,1.1719,1.3819,0.18%,开放申购,开放赎回,003361,2021-04-02
23,1.1698,1.3798,0.20%,开放申购,开放赎回,003361,2021-04-01
24,1.1675,1.3775,-0.30%,开放申购,开放赎回,003361,2021-03-31
25,1.1710,1.3810,0.22%,开放申购,开放赎回,003361,2021-03-30
26,1.1684,1.3784,0.21%,开放申购,开放赎回,003361,2021-03-29
27,1.1660,1.3760,0.42%,开放申购,开放赎回,003361,2021-03-26
28,1.1611,1.3711,0.09%,开放申购,开放赎回,003361,2021-03-25
