,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.1919,1.2799,0.02%,开放申购,开放赎回,002962,2021-04-30
2,1.1917,1.2797,0.17%,开放申购,开放赎回,002962,2021-04-29
3,1.1897,1.2777,0.28%,开放申购,开放赎回,002962,2021-04-28
4,1.1864,1.2744,0.01%,开放申购,开放赎回,002962,2021-04-27
5,1.1863,1.2743,-0.22%,开放申购,开放赎回,002962,2021-04-26
6,1.1889,1.2769,0.31%,开放申购,开放赎回,002962,2021-04-23
7,1.1852,1.2732,-0.02%,开放申购,开放赎回,002962,2021-04-22
8,1.1854,1.2734,0.06%,开放申购,开放赎回,002962,2021-04-21
9,1.1847,1.2727,0.13%,开放申购,开放赎回,002962,2021-04-20
10,1.1832,1.2712,0.63%,开放申购,开放赎回,002962,2021-04-19
12,1.1758,1.2638,-0.03%,开放申购,开放赎回,002962,2021-04-16
13,1.1761,1.2641,0.03%,开放申购,开放赎回,002962,2021-04-15
14,1.1757,1.2637,0.26%,开放申购,开放赎回,002962,2021-04-14
15,1.1726,1.2606,0.15%,开放申购,开放赎回,002962,2021-04-13
16,1.1708,1.2588,-0.46%,开放申购,开放赎回,002962,2021-04-12
17,1.1762,1.2642,-0.43%,开放申购,开放赎回,002962,2021-04-09
18,1.1813,1.2693,0.07%,开放申购,开放赎回,002962,2021-04-08
19,1.1805,1.2685,-0.24%,开放申购,开放赎回,002962,2021-04-07
20,1.1833,1.2713,-0.07%,开放申购,开放赎回,002962,2021-04-06
21,1.1841,1.2721,0.23%,开放申购,开放赎回,002962,2021-04-02
23,1.1814,1.2694,0.32%,开放申购,开放赎回,002962,2021-04-01
24,1.1776,1.2656,-0.28%,开放申购,开放赎回,002962,2021-03-31
25,1.1809,1.2689,0.38%,开放申购,开放赎回,002962,2021-03-30
26,1.1764,1.2644,-0.02%,开放申购,开放赎回,002962,2021-03-29
27,1.1766,1.2646,0.56%,开放申购,开放赎回,002962,2021-03-26
28,1.1701,1.2581,0.08%,开放申购,开放赎回,002962,2021-03-25
29,1.1692,1.2572,-0.35%,开放申购,开放赎回,002962,2021-03-24
30,1.1733,1.2613,-0.18%,开放申购,开放赎回,002962,2021-03-23
