,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.9480,1.9680,-0.66%,开放申购,开放赎回,000688,2021-04-30
2,1.9610,1.9810,0.31%,开放申购,开放赎回,000688,2021-04-29
3,1.9550,1.9750,0.57%,开放申购,开放赎回,000688,2021-04-28
4,1.9440,1.9640,0.67%,开放申购,开放赎回,000688,2021-04-27
5,1.9310,1.9510,-1.48%,开放申购,开放赎回,000688,2021-04-26
6,1.9600,1.9800,1.29%,开放申购,开放赎回,000688,2021-04-23
7,1.9350,1.9550,0.00%,开放申购,开放赎回,000688,2021-04-22
8,1.9350,1.9550,0.31%,开放申购,开放赎回,000688,2021-04-21
9,1.9290,1.9490,-0.21%,开放申购,开放赎回,000688,2021-04-20
10,1.9330,1.9530,2.66%,开放申购,开放赎回,000688,2021-04-19
12,1.8830,1.9030,0.16%,开放申购,开放赎回,000688,2021-04-16
13,1.8800,1.9000,-0.69%,开放申购,开放赎回,000688,2021-04-15
14,1.8930,1.9130,1.12%,开放申购,开放赎回,000688,2021-04-14
15,1.8720,1.8920,-0.37%,开放申购,开放赎回,000688,2021-04-13
16,1.8790,1.8990,-1.93%,开放申购,开放赎回,000688,2021-04-12
17,1.9160,1.9360,-1.39%,开放申购,开放赎回,000688,2021-04-09
18,1.9430,1.9630,-0.10%,开放申购,开放赎回,000688,2021-04-08
19,1.9450,1.9650,-1.17%,开放申购,开放赎回,000688,2021-04-07
20,1.9680,1.9880,-0.40%,开放申购,开放赎回,000688,2021-04-06
21,1.9760,1.9960,1.13%,开放申购,开放赎回,000688,2021-04-02
23,1.9540,1.9740,1.56%,开放申购,开放赎回,000688,2021-04-01
24,1.9240,1.9440,-1.38%,开放申购,开放赎回,000688,2021-03-31
25,1.9510,1.9710,1.46%,开放申购,开放赎回,000688,2021-03-30
26,1.9230,1.9430,0.21%,开放申购,开放赎回,000688,2021-03-29
27,1.9190,1.9390,2.57%,开放申购,开放赎回,000688,2021-03-26
28,1.8710,1.8910,0.11%,开放申购,开放赎回,000688,2021-03-25
29,1.8690,1.8890,-1.84%,开放申购,开放赎回,000688,2021-03-24
30,1.9040,1.9240,-1.09%,开放申购,开放赎回,000688,2021-03-23
31,1.9250,1.9450,1.32%,开放申购,开放赎回,000688,2021-03-22
32,1.9000,1.9200,-2.76%,开放申购,开放赎回,000688,2021-03-19
34,1.9540,1.9740,1.14%,开放申购,开放赎回,000688,2021-03-18
35,1.9320,1.9520,0.62%,开放申购,开放赎回,000688,2021-03-17
36,1.9200,1.9400,0.68%,开放申购,开放赎回,000688,2021-03-16
37,1.9070,1.9270,-2.70%,开放申购,开放赎回,000688,2021-03-15
38,1.9600,1.9800,0.05%,开放申购,开放赎回,000688,2021-03-12
39,1.9590,1.9790,2.62%,开放申购,开放赎回,000688,2021-03-11
40,1.9090,1.9290,1.17%,开放申购,开放赎回,000688,2021-03-10
41,1.8870,1.9070,-2.08%,开放申购,开放赎回,000688,2021-03-09
42,1.9270,1.9470,-4.41%,开放申购,开放赎回,000688,2021-03-08
43,2.0160,2.0360,-0.25%,开放申购,开放赎回,000688,2021-03-05
45,2.0210,2.0410,-4.98%,开放申购,开放赎回,000688,2021-03-04
