,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.3754,1.3754,-0.13%,开放申购,开放赎回,002793,2021-04-30
2,1.3772,1.3772,0.18%,开放申购,开放赎回,002793,2021-04-29
3,1.3747,1.3747,0.14%,开放申购,开放赎回,002793,2021-04-28
4,1.3728,1.3728,0.13%,开放申购,开放赎回,002793,2021-04-27
5,1.3710,1.3710,-0.19%,开放申购,开放赎回,002793,2021-04-26
6,1.3736,1.3736,0.21%,开放申购,开放赎回,002793,2021-04-23
7,1.3707,1.3707,-0.01%,开放申购,开放赎回,002793,2021-04-22
8,1.3709,1.3709,0.15%,开放申购,开放赎回,002793,2021-04-21
9,1.3689,1.3689,0.04%,开放申购,开放赎回,002793,2021-04-20
10,1.3683,1.3683,0.45%,开放申购,开放赎回,002793,2021-04-19
12,1.3622,1.3622,0.09%,开放申购,开放赎回,002793,2021-04-16
13,1.3610,1.3610,-0.12%,开放申购,开放赎回,002793,2021-04-15
14,1.3626,1.3626,0.16%,开放申购,开放赎回,002793,2021-04-14
15,1.3604,1.3604,0.05%,开放申购,开放赎回,002793,2021-04-13
16,1.3597,1.3597,-0.28%,开放申购,开放赎回,002793,2021-04-12
17,1.3635,1.3635,-0.29%,开放申购,开放赎回,002793,2021-04-09
18,1.3674,1.3674,0.04%,开放申购,开放赎回,002793,2021-04-08
19,1.3669,1.3669,-0.09%,开放申购,开放赎回,002793,2021-04-07
20,1.3681,1.3681,-0.04%,开放申购,开放赎回,002793,2021-04-06
21,1.3687,1.3687,0.11%,开放申购,开放赎回,002793,2021-04-02
23,1.3672,1.3672,0.24%,开放申购,开放赎回,002793,2021-04-01
24,1.3639,1.3639,-0.17%,开放申购,开放赎回,002793,2021-03-31
25,1.3662,1.3662,0.22%,开放申购,开放赎回,002793,2021-03-30
26,1.3632,1.3632,0.12%,开放申购,开放赎回,002793,2021-03-29
27,1.3615,1.3615,0.41%,开放申购,开放赎回,002793,2021-03-26
28,1.3559,1.3559,0.14%,开放申购,开放赎回,002793,2021-03-25
29,1.3540,1.3540,-0.32%,开放申购,开放赎回,002793,2021-03-24
