,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.0010,1.0010,-0.10%,开放申购,开放赎回,002645,2021-04-30
2,1.0020,1.0020,0.00%,开放申购,开放赎回,002645,2021-04-29
3,1.0020,1.0020,-0.20%,开放申购,开放赎回,002645,2021-04-28
4,1.0040,1.0040,-0.20%,开放申购,开放赎回,002645,2021-04-27
5,1.0060,1.0060,0.00%,开放申购,开放赎回,002645,2021-04-26
6,1.0060,1.0060,0.00%,开放申购,开放赎回,002645,2021-04-23
7,1.0060,1.0060,0.30%,开放申购,开放赎回,002645,2021-04-22
8,1.0030,1.0030,0.00%,开放申购,开放赎回,002645,2021-04-21
9,1.0030,1.0030,0.30%,开放申购,开放赎回,002645,2021-04-20
10,1.0000,1.0000,1.11%,开放申购,开放赎回,002645,2021-04-19
12,0.9890,0.9890,0.41%,开放申购,开放赎回,002645,2021-04-16
13,0.9850,0.9850,0.00%,开放申购,开放赎回,002645,2021-04-15
14,0.9850,0.9850,0.51%,开放申购,开放赎回,002645,2021-04-14
15,0.9800,0.9800,0.10%,开放申购,开放赎回,002645,2021-04-13
16,0.9790,0.9790,-1.01%,开放申购,开放赎回,002645,2021-04-12
17,0.9890,0.9890,-0.70%,开放申购,开放赎回,002645,2021-04-09
18,0.9960,0.9960,0.10%,开放申购,开放赎回,002645,2021-04-08
19,0.9950,0.9950,-0.20%,开放申购,开放赎回,002645,2021-04-07
20,0.9970,0.9970,0.00%,开放申购,开放赎回,002645,2021-04-06
21,0.9970,0.9970,0.40%,开放申购,开放赎回,002645,2021-04-02
23,0.9930,0.9930,0.40%,开放申购,开放赎回,002645,2021-04-01
24,0.9890,0.9890,-0.40%,开放申购,开放赎回,002645,2021-03-31
25,0.9930,0.9930,0.30%,开放申购,开放赎回,002645,2021-03-30
26,0.9900,0.9900,0.20%,开放申购,开放赎回,002645,2021-03-29
27,0.9880,0.9880,1.02%,开放申购,开放赎回,002645,2021-03-26
28,0.9780,0.9780,0.10%,开放申购,开放赎回,002645,2021-03-25
29,0.9770,0.9770,-1.31%,开放申购,开放赎回,002645,2021-03-24
30,0.9900,0.9900,-0.60%,开放申购,开放赎回,002645,2021-03-23
31,0.9960,0.9960,0.61%,开放申购,开放赎回,002645,2021-03-22
32,0.9900,0.9900,-0.80%,开放申购,开放赎回,002645,2021-03-19
34,0.9980,0.9980,0.91%,开放申购,开放赎回,002645,2021-03-18
35,0.9890,0.9890,0.41%,开放申购,开放赎回,002645,2021-03-17
36,0.9850,0.9850,-0.10%,开放申购,开放赎回,002645,2021-03-16
37,0.9860,0.9860,-1.10%,开放申购,开放赎回,002645,2021-03-15
38,0.9970,0.9970,-0.40%,开放申购,开放赎回,002645,2021-03-12
39,1.0010,1.0010,1.32%,开放申购,开放赎回,002645,2021-03-11
40,0.9880,0.9880,0.30%,开放申购,开放赎回,002645,2021-03-10
41,0.9850,0.9850,-0.81%,开放申购,开放赎回,002645,2021-03-09
