,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.5770,1.6590,0.38%,开放申购,开放赎回,050015,2021-04-29
2,1.5710,1.6530,0.64%,开放申购,开放赎回,050015,2021-04-28
3,1.5610,1.6430,-0.13%,开放申购,开放赎回,050015,2021-04-27
4,1.5630,1.6450,-0.45%,开放申购,开放赎回,050015,2021-04-26
5,1.5700,1.6520,0.96%,开放申购,开放赎回,050015,2021-04-23
6,1.5550,1.6370,1.63%,开放申购,开放赎回,050015,2021-04-22
7,1.5300,1.6120,-1.67%,开放申购,开放赎回,050015,2021-04-21
8,1.5560,1.6380,-0.19%,开放申购,开放赎回,050015,2021-04-20
9,1.5590,1.6410,0.39%,开放申购,开放赎回,050015,2021-04-19
10,1.5530,1.6350,0.58%,开放申购,开放赎回,050015,2021-04-16
12,1.5440,1.6260,-0.52%,开放申购,开放赎回,050015,2021-04-15
13,1.5520,1.6340,1.44%,开放申购,开放赎回,050015,2021-04-14
14,1.5300,1.6120,-0.20%,开放申购,开放赎回,050015,2021-04-13
15,1.5330,1.6150,-1.03%,开放申购,开放赎回,050015,2021-04-12
16,1.5490,1.6310,-0.96%,开放申购,开放赎回,050015,2021-04-09
17,1.5640,1.6460,0.45%,开放申购,开放赎回,050015,2021-04-08
18,1.5570,1.6390,,开放申购,开放赎回,050015,2021-04-07
19,1.5520,1.6340,2.31%,开放申购,开放赎回,050015,2021-04-01
20,1.5170,1.5990,-0.52%,开放申购,开放赎回,050015,2021-03-31
21,1.5250,1.6070,1.06%,开放申购,开放赎回,050015,2021-03-30
23,1.5090,1.5910,0.07%,开放申购,开放赎回,050015,2021-03-29
24,1.5080,1.5900,1.96%,开放申购,开放赎回,050015,2021-03-26
25,1.4790,1.5610,-0.20%,开放申购,开放赎回,050015,2021-03-25
26,1.4820,1.5640,-1.00%,开放申购,开放赎回,050015,2021-03-24
27,1.4970,1.5790,-1.45%,开放申购,开放赎回,050015,2021-03-23
28,1.5190,1.6010,0.07%,开放申购,开放赎回,050015,2021-03-22
29,1.5180,1.6000,-1.68%,开放申购,开放赎回,050015,2021-03-19
30,1.5440,1.6260,0.59%,开放申购,开放赎回,050015,2021-03-18
31,1.5350,1.6170,-0.32%,开放申购,开放赎回,050015,2021-03-17
32,1.5400,1.6220,1.25%,开放申购,开放赎回,050015,2021-03-16
34,1.5210,1.6030,-0.85%,开放申购,开放赎回,050015,2021-03-15
35,1.5340,1.6160,-0.90%,开放申购,开放赎回,050015,2021-03-12
36,1.5480,1.6300,2.11%,开放申购,开放赎回,050015,2021-03-11
37,1.5160,1.5980,0.86%,开放申购,开放赎回,050015,2021-03-10
38,1.5030,1.5850,0.00%,开放申购,开放赎回,050015,2021-03-09
39,1.5030,1.5850,-2.47%,开放申购,开放赎回,050015,2021-03-08
40,1.5410,1.6230,-0.39%,开放申购,开放赎回,050015,2021-03-05
41,1.5470,1.6290,-3.67%,开放申购,开放赎回,050015,2021-03-04
42,1.6060,1.6880,1.20%,开放申购,开放赎回,050015,2021-03-03
43,1.5870,1.6690,-0.69%,开放申购,开放赎回,050015,2021-03-02
45,1.5980,1.6800,2.57%,开放申购,开放赎回,050015,2021-03-01
46,1.5580,1.6400,-4.48%,开放申购,开放赎回,050015,2021-02-26
47,1.6310,1.7130,1.24%,开放申购,开放赎回,050015,2021-02-25
48,1.6110,1.6930,-3.59%,开放申购,开放赎回,050015,2021-02-24
49,1.6710,1.7530,-1.36%,开放申购,开放赎回,050015,2021-02-23
50,1.6940,1.7760,-2.92%,开放申购,开放赎回,050015,2021-02-22
51,1.7450,1.8270,0.06%,开放申购,开放赎回,050015,2021-02-19
52,1.7440,1.8260,-0.57%,开放申购,开放赎回,050015,2021-02-18
53,1.7540,1.8360,1.86%,开放申购,开放赎回,050015,2021-02-10
54,1.7220,1.8040,0.94%,开放申购,开放赎回,050015,2021-02-09
56,1.7060,1.7880,-0.23%,开放申购,开放赎回,050015,2021-02-08
57,1.7100,1.7920,1.06%,开放申购,开放赎回,050015,2021-02-05
58,1.6920,1.7740,-1.23%,开放申购,开放赎回,050015,2021-02-04
59,1.7130,1.7950,1.36%,开放申购,开放赎回,050015,2021-02-03
60,1.6900,1.7720,2.30%,开放申购,开放赎回,050015,2021-02-02
61,1.6520,1.7340,2.48%,开放申购,开放赎回,050015,2021-02-01
62,1.6120,1.6940,-0.80%,开放申购,开放赎回,050015,2021-01-29
63,1.6250,1.7070,-2.64%,开放申购,开放赎回,050015,2021-01-28
64,1.6690,1.7510,-1.71%,开放申购,开放赎回,050015,2021-01-27
65,1.6980,1.7800,-2.47%,开放申购,开放赎回,050015,2021-01-26
67,1.7410,1.8230,2.71%,开放申购,开放赎回,050015,2021-01-25
68,1.6950,1.7770,0.18%,开放申购,开放赎回,050015,2021-01-22
69,1.6920,1.7740,-0.53%,开放申购,开放赎回,050015,2021-01-21
70,1.7010,1.7830,2.35%,开放申购,开放赎回,050015,2021-01-20
71,1.6620,1.7440,2.34%,开放申购,开放赎回,050015,2021-01-19
