,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.1027,1.1748,,暂停申购,暂停赎回,003179,2021-04-30
2,1.1023,1.1744,,暂停申购,暂停赎回,003179,2021-04-23
3,1.1013,1.1734,,暂停申购,暂停赎回,003179,2021-04-16
4,1.0997,1.1718,,暂停申购,暂停赎回,003179,2021-04-09
5,1.0990,1.1711,,暂停申购,暂停赎回,003179,2021-04-02
6,1.0981,1.1702,,暂停申购,暂停赎回,003179,2021-03-26
7,1.0971,1.1692,,暂停申购,暂停赎回,003179,2021-03-19
8,1.0962,1.1683,0.01%,暂停申购,暂停赎回,003179,2021-03-12
9,1.0961,1.1682,0.00%,开放申购,开放赎回,003179,2021-03-11
10,1.0961,1.1682,0.02%,开放申购,开放赎回,003179,2021-03-10
12,1.0959,1.1680,0.00%,开放申购,开放赎回,003179,2021-03-09
13,1.0959,1.1680,0.05%,开放申购,开放赎回,003179,2021-03-08
14,1.0954,1.1675,0.01%,开放申购,开放赎回,003179,2021-03-05
15,1.0953,1.1674,,暂停申购,暂停赎回,003179,2021-03-04
16,1.0942,1.1663,,暂停申购,暂停赎回,003179,2021-02-26
17,1.0934,1.1655,,暂停申购,暂停赎回,003179,2021-02-19
18,1.0925,1.1646,,暂停申购,暂停赎回,003179,2021-02-10
19,1.0918,1.1639,,暂停申购,暂停赎回,003179,2021-02-05
20,1.0913,1.1634,,暂停申购,暂停赎回,003179,2021-01-29
21,1.0934,1.1655,,暂停申购,暂停赎回,003179,2021-01-22
23,1.0930,1.1651,,暂停申购,暂停赎回,003179,2021-01-15
24,1.0920,1.1641,,暂停申购,暂停赎回,003179,2021-01-08
