,unit_net_worth,cumulative_net_worth,daily_growth_rate,subscription_status,redemption_status,code,cur_date_d
1,1.1692,1.3472,0.98%,开放申购,开放赎回,004558,2021-04-30
2,1.1578,1.3358,-0.32%,开放申购,开放赎回,004558,2021-04-29
3,1.1615,1.3395,1.64%,开放申购,开放赎回,004558,2021-04-28
4,1.1428,1.3208,0.48%,开放申购,开放赎回,004558,2021-04-27
5,1.1373,1.3153,-0.89%,开放申购,开放赎回,004558,2021-04-26
6,1.1475,1.3255,-0.02%,开放申购,开放赎回,004558,2021-04-23
7,1.1477,1.3257,0.34%,开放申购,开放赎回,004558,2021-04-22
8,1.1438,1.3218,1.82%,开放申购,开放赎回,004558,2021-04-21
9,1.1233,1.3013,1.00%,开放申购,开放赎回,004558,2021-04-20
10,1.1122,1.2902,1.79%,开放申购,开放赎回,004558,2021-04-19
12,1.0926,1.2706,0.07%,开放申购,开放赎回,004558,2021-04-16
13,1.0918,1.2698,-0.40%,开放申购,开放赎回,004558,2021-04-15
14,1.0962,1.2742,0.70%,开放申购,开放赎回,004558,2021-04-14
15,1.0886,1.2666,-0.32%,开放申购,开放赎回,004558,2021-04-13
16,1.0921,1.2701,-1.63%,开放申购,开放赎回,004558,2021-04-12
17,1.1102,1.2882,0.26%,开放申购,开放赎回,004558,2021-04-09
18,1.1073,1.2853,0.46%,开放申购,开放赎回,004558,2021-04-08
19,1.1022,1.2802,-0.13%,开放申购,开放赎回,004558,2021-04-07
20,1.1036,1.2816,0.27%,开放申购,开放赎回,004558,2021-04-06
21,1.1006,1.2786,0.76%,开放申购,开放赎回,004558,2021-04-02
23,1.0923,1.2703,1.39%,开放申购,开放赎回,004558,2021-04-01
24,1.0773,1.2553,-0.58%,开放申购,开放赎回,004558,2021-03-31
25,1.0836,1.2616,0.42%,开放申购,开放赎回,004558,2021-03-30
26,1.0791,1.2571,0.47%,开放申购,开放赎回,004558,2021-03-29
27,1.0741,1.2521,1.45%,开放申购,开放赎回,004558,2021-03-26
28,1.0587,1.2367,0.19%,开放申购,开放赎回,004558,2021-03-25
